[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => news:[3743,3747]; score:0.191788; title:News; score:0.191788
	FP => Britain:[4879,4886]; score:0.246408; title:United Kingdom; score:0.246408
	FP => Bond:[1625,1629]; score:0.762039; title:Bond (finance); score:0.762039
	FP => cents:[3834,3839]; score:0.047978; title:United States dollar; score:0.047978
 => Automatic Data Processing:[1741,1766]; score:0.758644; title:Automatic Data Processing; score:0.758644
	FP => soft landing:[1027,1039]; score:0.354404; title:Soft landing (economics); score:0.354404
	FP => shares:[4605,4611]; score:0.228342; title:Share (finance); score:0.228342
	FP => s:[1344,1345]; score:0.147978; title:Shilling; score:0.147978
	FP => indexes:[49,56]; score:0.453865; title:Stock market index; score:0.453865
	FP => s:[4930,4931]; score:0.147978; title:Shilling; score:0.147978
	FP => interest rate:[1968,1981]; score:0.808465; title:Interest rate; score:0.808465
	FP => rose:[1476,1480]; score:0.188772; title:Rose; score:0.188772
 => Lennar:[4435,4441]; score:0.389471; title:Lennar Corporation; score:0.389471
	FP => Sept. 11, 2001, terrorist attacks:[2468,2501]; score:0.762499; title:September 11 attacks; score:0.762499
precision:0.23717949; recall:0.82222223; f1:0.3681592; tpCount:37.0; fpCount:119.0; fnCount:8.0
