[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Nasdaq:[1418,1424]; score:1.000000; title:NASDAQ; score:1.000000
 => Home Depot Inc:[295,309]; score:1.000000; title:Home Depot; score:1.000000
	FN => ISM:[1667,1670]; score:1.000000; title:Institute for Supply Management; score:1.000000

************************ System Result: ***************************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert_Nardelli; score:1.000000
 => Wall Street:[662,673]; score:1.000000; title:Wall_Street; score:1.000000
	FP => ISM:[855,858]; score:1.000000; title:ISM_band; score:0.691397
	FP => Goldman:[3194,3201]; score:1.000000; title:Lawrence_Goldman; score:1.000000
	FP => ADP:[1772,1775]; score:1.000000; title:ADP; score:1.000000
 => New York Mercantile Exchange:[2158,2186]; score:1.000000; title:New_York_Mercantile_Exchange; score:1.000000
 => Dow Jones:[417,426]; score:1.000000; title:Dow_Jones_Industrial_Average; score:0.961538
 => Gerald R. Ford:[2366,2380]; score:1.000000; title:Gerald_Ford; score:1.000000
 => Institute for Supply Management:[750,781]; score:1.000000; title:Institute_for_Supply_Management; score:0.997429
 => United States:[2239,2252]; score:1.000000; title:United_States; score:1.000000
 => Japan:[4831,4836]; score:1.000000; title:Japan; score:0.776641
	FP => Treasury:[1559,1567]; score:1.000000; title:Treasury; score:0.773669
 => Nasdaq:[1269,1275]; score:1.000000; title:NASDAQ; score:0.993384
	FP => Russell 2000:[4737,4749]; score:1.000000; title:Russell_Indexes; score:1.000000
 => Wal-Mart Stores Inc.:[3411,3431]; score:1.000000; title:Wal-Mart; score:1.000000
 => CAC-40:[4976,4982]; score:1.000000; title:CAC_40; score:1.000000
	FP => Nikkei:[4839,4845]; score:1.000000; title:Japanese_diaspora; score:0.895833
 => Amgen Inc.:[3767,3777]; score:1.000000; title:Amgen; score:1.000000
	FP => Dow:[1115,1118]; score:1.000000; title:Warhammer_40,000:_Dawn_of_War; score:1.000000
	FP => NEW YORK:[105,113]; score:1.000000; title:New_York; score:0.576837
 => New York Stock Exchange:[4546,4569]; score:1.000000; title:New_York_Stock_Exchange; score:1.000000
	FP => Goodyear Tire & Rubber Co.:[4026,4052]; score:1.000000; title:Ledbetter_v._Goodyear_Tire_&_Rubber_Co.; score:0.914286
 => Wall Street:[2382,2393]; score:1.000000; title:Wall_Street; score:1.000000
 => Germany:[4922,4929]; score:1.000000; title:Germany; score:0.731908
 => Wal-Mart:[3610,3618]; score:1.000000; title:Wal-Mart; score:1.000000
 => U.S.:[4279,4283]; score:1.000000; title:United_States; score:0.803799
	FP => Britain:[4879,4886]; score:1.000000; title:John_Maynard_Keynes; score:0.696970
 => France:[4967,4973]; score:1.000000; title:France; score:1.000000
 => Commerce Department:[2999,3018]; score:1.000000; title:United_States_Department_of_Commerce; score:1.000000
 => Home Depot Inc.:[295,310]; score:1.000000; title:The_Home_Depot; score:1.000000
 => Wal-Mart Stores Inc:[315,334]; score:1.000000; title:Wal-Mart; score:1.000000
 => A.G. Edwards:[978,990]; score:1.000000; title:A._G._Edwards; score:1.000000
	FP => ISM:[1667,1670]; score:1.000000; title:ISM_band; score:0.691397
	FP => Standard & Poor:[1328,1343]; score:1.000000; title:Standard_&_Poor's; score:0.974093
	FP => ISM:[2573,2576]; score:1.000000; title:ISM_band; score:0.691397
 => Amgen:[3820,3825]; score:1.000000; title:Amgen; score:1.000000
 => Automatic Data Processing Inc:[1741,1770]; score:1.000000; title:Automatic_Data_Processing; score:1.000000
 => Lennar Corp.:[4253,4265]; score:1.000000; title:Lennar_Corporation; score:1.000000
 => New Year:[4710,4718]; score:1.000000; title:New_Year; score:0.825266
	FP => DAX:[4932,4935]; score:1.000000; title:PlayStation_Portable_homebrew; score:1.000000
 => Lennar:[4435,4441]; score:1.000000; title:Lennar_Corporation; score:1.000000
 => Nasdaq:[1418,1424]; score:1.000000; title:NASDAQ; score:0.993384
P/R/F:0.6666667/0.62222224/0.6436782; tpCount:28.0; fpCount:14.0; fnCount:17.0
[Pol16447720.txt]
***************** Gold Standard: ***********************
 => Israel:[3586,3592]; score:1.000000; title:Israel; score:1.000000
	FN => Ford:[2799,2803]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Ford:[3314,3318]; score:1.000000; title:Gerald Ford; score:1.000000
 => Midwest:[350,357]; score:1.000000; title:Midwestern United States; score:1.000000
	FN => Ford:[3466,3470]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Ford:[1930,1934]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => southern Africa:[3641,3656]; score:1.000000; title:southern Africa; score:1.000000
	FN => Mich.:[127,132]; score:1.000000; title:Michigan; score:1.000000
	FN => Ford:[1277,1281]; score:1.000000; title:Gerald Ford; score:1.000000
 => America:[2919,2926]; score:1.000000; title:United States; score:1.000000
 => America:[3817,3824]; score:1.000000; title:United States; score:1.000000
 => Gerald Ford:[3775,3786]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Grand Rapids:[2171,2183]; score:1.000000; title:Grand Rapids, Michigan; score:1.000000
	FN => Ford:[3861,3865]; score:1.000000; title:Gerald Ford; score:1.000000
 => Kissinger:[3440,3449]; score:1.000000; title:Henry Kissinger; score:1.000000
 => Nixon:[4011,4016]; score:1.000000; title:Richard Nixon; score:1.000000
	FN => Soviets:[3527,3534]; score:1.000000; title:Soviet Union; score:1.000000
	FN => Ford:[1551,1555]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Ford:[2191,2195]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Washington:[1629,1639]; score:1.000000; title:Washington National Cathedral; score:1.000000
	FN => The Victors:[4238,4249]; score:1.000000; title:The Victors; score:1.000000
	FN => GRAND RAPIDS:[113,125]; score:1.000000; title:Grand Rapids, Michigan; score:1.000000
 => DeVos Place convention center:[1690,1719]; score:1.000000; title:DeVos Place Convention Center; score:1.000000
 => Gerald R. Ford:[242,256]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Ford:[37,41]; score:1.000000; title:Gerald Ford; score:1.000000
 => University of Michigan:[4170,4192]; score:1.000000; title:University of Michigan; score:1.000000
	FN => Grand River:[1745,1756]; score:1.000000; title:Grand River (Michigan); score:1.000000
	FN => Grand Rapids:[2051,2063]; score:1.000000; title:Grand Rapids, Michigan; score:1.000000
	FN => Ford:[4255,4259]; score:1.000000; title:Gerald Ford; score:1.000000
 => President Jimmy Carter:[963,985]; score:1.000000; title:Jimmy Carter; score:1.000000
 => Donald Rumsfeld:[833,848]; score:1.000000; title:Donald Rumsfeld; score:1.000000
	FN => President Bush:[2720,2734]; score:1.000000; title:George H. W. Bush; score:1.000000
	FN => Ford:[4153,4157]; score:1.000000; title:Gerald Ford; score:1.000000
 => Norman Rockwell:[3155,3170]; score:1.000000; title:Norman Rockwell; score:1.000000
 => President Bush:[3061,3075]; score:1.000000; title:George W. Bush; score:1.000000
 => Gerald R. Ford Presidential Library and Museum:[1764,1810]; score:1.000000; title:Gerald R. Ford Presidential Library; score:1.000000
 => Tom Brokaw:[2784,2794]; score:1.000000; title:Tom Brokaw; score:1.000000
	FN => Ford:[4039,4043]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => University of Michigan:[1900,1922]; score:1.000000; title:University of Michigan; score:1.000000
 => Calif.:[4370,4376]; score:1.000000; title:California; score:1.000000
	FN => President Bush:[3124,3138]; score:1.000000; title:George H. W. Bush; score:1.000000
	FN => Kalamazoo:[2144,2153]; score:1.000000; title:Kalamazoo River; score:1.000000
	FN => President Ford:[2069,2083]; score:1.000000; title:Gerald Ford; score:1.000000
 => Richard Norton Smith:[1073,1093]; score:1.000000; title:Richard Norton Smith; score:1.000000
	FN => Grand Rapids airport:[4121,4141]; score:1.000000; title:Grand Rapids Airport; score:1.000000
	FN => Ford:[3267,3271]; score:1.000000; title:Gerald Ford; score:1.000000
 => Wolverines:[1956,1966]; score:1.000000; title:Michigan Wolverines; score:1.000000
	FN => Grand Rapids airport:[1312,1332]; score:1.000000; title:Grand Rapids Airport; score:1.000000
 => Michigan:[1511,1519]; score:1.000000; title:Michigan; score:1.000000
 => America:[2906,2913]; score:1.000000; title:United States; score:1.000000
	FN => Michigan National Guard:[2209,2232]; score:1.000000; title:United States National Guard; score:1.000000
 => Kissinger:[3758,3767]; score:1.000000; title:Henry Kissinger; score:1.000000
 => America:[2528,2535]; score:1.000000; title:United States; score:1.000000
 => Rancho Mirage:[4355,4368]; score:1.000000; title:Rancho Mirage, California; score:1.000000
	FN => Ford:[4313,4317]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Grand River:[775,786]; score:1.000000; title:Grand River (Michigan); score:1.000000
	FN => Ford:[591,595]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => NBC:[2772,2775]; score:1.000000; title:NBC; score:1.000000
	FN => Washington:[2683,2693]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Egypt:[3597,3602]; score:1.000000; title:Egypt; score:1.000000
	FN => Ford:[1000,1004]; score:1.000000; title:Gerald Ford; score:1.000000
 => Michigan:[4104,4112]; score:1.000000; title:Michigan; score:1.000000
	FN => President Ford:[2864,2878]; score:1.000000; title:Gerald Ford; score:1.000000
 => Michigan:[12,20]; score:1.000000; title:Michigan; score:1.000000
	FN => Ford:[492,496]; score:1.000000; title:Gerald Ford; score:1.000000
 => Brokaw:[3830,3836]; score:1.000000; title:Tom Brokaw; score:1.000000
	FN => Ford:[1130,1134]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Ford:[864,868]; score:1.000000; title:Gerald Ford; score:1.000000
 => Jennifer Granholm:[1525,1542]; score:1.000000; title:Jennifer Granholm; score:1.000000
 => Washington National Cathedral:[1373,1402]; score:1.000000; title:Washington National Cathedral; score:1.000000
 => Henry Kissinger:[2826,2841]; score:1.000000; title:Henry Kissinger; score:1.000000

************************ System Result: ***************************
	FP => Ford:[2874,2878]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Ford:[4153,4157]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => Israel:[3586,3592]; score:1.000000; title:Israel; score:0.697234
	FP => Africa:[3650,3656]; score:1.000000; title:Africa; score:1.000000
 => Jimmy Carter:[973,985]; score:1.000000; title:Jimmy_Carter; score:1.000000
 => Midwest:[350,357]; score:1.000000; title:Midwestern_United_States; score:0.966667
	FP => Kalamazoo:[2144,2153]; score:1.000000; title:Kalamazoo,_Michigan; score:1.000000
 => Bush:[3071,3075]; score:1.000000; title:George_W._Bush; score:0.751004
	FP => Washington:[1629,1639]; score:1.000000; title:Washington; score:0.270749
	FP => Ford:[4255,4259]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Ford:[2079,2083]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => America:[2919,2926]; score:1.000000; title:United_States; score:0.287162
	FP => GRAND RAPIDS:[113,125]; score:1.000000; title:Grand_Rapids,_Manitoba; score:1.000000
	FP => Ford:[37,41]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => America:[3817,3824]; score:1.000000; title:United_States; score:0.287162
 => Gerald Ford:[3775,3786]; score:1.000000; title:Gerald_Ford; score:1.000000
 => Kissinger:[3440,3449]; score:1.000000; title:Henry_Kissinger; score:1.000000
 => Nixon:[4011,4016]; score:1.000000; title:Richard_Nixon; score:0.604601
	FP => NBC:[2772,2775]; score:1.000000; title:Niobium_carbide; score:1.000000
	FP => Ford:[1551,1555]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Ford:[2191,2195]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Grand River:[1745,1756]; score:1.000000; title:Grand_River_(Ontario); score:1.000000
	FP => Ford:[3861,3865]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Ford:[3466,3470]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Ford:[1930,1934]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => Gerald R. Ford:[242,256]; score:1.000000; title:Gerald_Ford; score:1.000000
 => Calif:[4370,4375]; score:1.000000; title:California; score:0.602094
 => University of Michigan:[4170,4192]; score:1.000000; title:University_of_Michigan; score:1.000000
 => Gerald R. Ford Presidential Library:[1764,1799]; score:1.000000; title:Gerald_R._Ford_Presidential_Library; score:1.000000
 => Donald Rumsfeld:[833,848]; score:1.000000; title:Donald_Rumsfeld; score:1.000000
	FP => Ford:[1277,1281]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Grand Rapids:[4121,4133]; score:1.000000; title:Grand_Rapids,_Manitoba; score:1.000000
 => Norman Rockwell:[3155,3170]; score:1.000000; title:Norman_Rockwell; score:1.000000
	FP => Ford:[3314,3318]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Bush:[2730,2734]; score:1.000000; title:George_W._Bush; score:0.751004
	FP => Grand Rapids:[1312,1324]; score:1.000000; title:Grand_Rapids,_Manitoba; score:1.000000
	FP => Ford:[2799,2803]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Grace Episcopal Church:[662,684]; score:1.000000; title:Grace_Episcopal_Church; score:0.272464
 => Tom Brokaw:[2784,2794]; score:1.000000; title:Tom_Brokaw; score:1.000000
	FP => Ford:[1130,1134]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Michigan National Guard:[2209,2232]; score:1.000000; title:Michigan_National_Guard; score:1.000000
	FP => Ford:[1000,1004]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Ford:[492,496]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Bush:[3134,3138]; score:1.000000; title:George_W._Bush; score:0.751004
 => Richard Norton Smith:[1073,1093]; score:1.000000; title:Richard_Norton_Smith; score:1.000000
	FP => Ford:[864,868]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => Wolverines:[1956,1966]; score:1.000000; title:Michigan_Wolverines; score:1.000000
 => Michigan:[1511,1519]; score:1.000000; title:Michigan; score:0.750993
 => America:[2906,2913]; score:1.000000; title:United_States; score:0.287162
	FP => Mich.:[127,132]; score:1.000000; title:God; score:0.833333
	FP => Ford:[4313,4317]; score:1.000000; title:Ford_Motor_Company; score:0.670539
	FP => Michigan:[1914,1922]; score:1.000000; title:Michigan; score:0.750993
	FP => Soviets:[3527,3534]; score:1.000000; title:Ground_effect_vehicle; score:1.000000
 => Kissinger:[3758,3767]; score:1.000000; title:Henry_Kissinger; score:1.000000
 => America:[2528,2535]; score:1.000000; title:United_States; score:0.287162
	FP => East Grand Rapids:[688,705]; score:1.000000; title:East_Grand_Rapids,_Michigan; score:0.994152
	FP => Grand Rapids:[2171,2183]; score:1.000000; title:Grand_Rapids,_Manitoba; score:1.000000
 => Rancho Mirage:[4355,4368]; score:1.000000; title:Rancho_Mirage,_California; score:0.963895
	FP => Ford:[591,595]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => Egypt:[3597,3602]; score:1.000000; title:Egypt; score:1.000000
	FP => Grand Rapids:[2051,2063]; score:1.000000; title:Grand_Rapids,_Manitoba; score:1.000000
 => Michigan:[4104,4112]; score:1.000000; title:Michigan; score:0.750993
	FP => Grand River:[775,786]; score:1.000000; title:Grand_River_(Ontario); score:1.000000
	FP => Ford:[4039,4043]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => Michigan:[12,20]; score:1.000000; title:Michigan; score:0.750993
 => Brokaw:[3830,3836]; score:1.000000; title:Tom_Brokaw; score:1.000000
	FP => Ford:[3147,3151]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => DeVos Place:[1690,1701]; score:1.000000; title:DeVos_Place_Convention_Center; score:0.000000
 => Jennifer Granholm:[1525,1542]; score:1.000000; title:Jennifer_Granholm; score:0.999121
	FP => Washington:[2683,2693]; score:1.000000; title:Washington; score:0.270749
	FP => Ford:[3267,3271]; score:1.000000; title:Ford_Motor_Company; score:0.670539
 => Washington National Cathedral:[1373,1402]; score:1.000000; title:Washington_National_Cathedral; score:1.000000
 => Henry Kissinger:[2826,2841]; score:1.000000; title:Henry_Kissinger; score:1.000000
P/R/F:0.42465752/0.43661973/0.43055558; tpCount:31.0; fpCount:42.0; fnCount:40.0
[TvN16442287.txt]
***************** Gold Standard: ***********************
	FN => Joy Bauer:[3297,3306]; score:1.000000; title:Joy Bauer; score:1.000000
	FN => LDL-Cholesterol:[835,850]; score:1.000000; title:Low density lipoprotein; score:1.000000
 => New Year:[505,513]; score:1.000000; title:New Year; score:1.000000
 => American Journal of Clinical Nutrition:[1276,1314]; score:1.000000; title:American Journal of Clinical Nutrition; score:1.000000
	FN => Whole Wheat:[2250,2261]; score:1.000000; title:Whole grain; score:1.000000
	FN => HDL-Cholesterol:[868,883]; score:1.000000; title:High density lipoprotein; score:1.000000
	FN => Whole Grain:[2270,2281]; score:1.000000; title:Whole grain; score:1.000000
	FN => Joy Bauer:[203,212]; score:1.000000; title:Joy Bauer; score:1.000000
	FN => New Year's resolution:[120,141]; score:1.000000; title:New Year's resolution; score:1.000000
	FN => Joy Bauer:[55,64]; score:1.000000; title:Joy Bauer; score:1.000000

************************ System Result: ***************************
	FP => Cranberries:[1516,1527]; score:1.000000; title:Cranberry; score:0.798589
 => New Year:[505,513]; score:1.000000; title:New_Year; score:0.825266
 => American Journal of Clinical Nutrition:[1276,1314]; score:1.000000; title:The_American_Journal_of_Clinical_Nutrition; score:1.000000
	FP => Bauer:[207,212]; score:1.000000; title:Jack_Bauer; score:0.625000
	FP => Raspberries:[1532,1543]; score:1.000000; title:Raspberry; score:1.000000
	FP => Blackberries:[1453,1465]; score:1.000000; title:BlackBerry; score:1.000000
	FP => Blueberries:[1548,1559]; score:1.000000; title:BlackBerry; score:1.000000
	FP => Walnuts:[1470,1477]; score:1.000000; title:Walnut; score:1.000000
	FP => Bauer:[3301,3306]; score:1.000000; title:Jack_Bauer; score:0.625000
	FP => Artichokes:[1499,1509]; score:1.000000; title:Artichoke; score:0.987796
	FP => Strawberries:[1482,1494]; score:1.000000; title:Garden_strawberry; score:1.000000
	FP => Triglycerides:[940,953]; score:1.000000; title:Triglyceride; score:1.000000
P/R/F:0.16666667/0.2/0.18181819; tpCount:2.0; fpCount:10.0; fnCount:8.0
[USN16443053.txt]
***************** Gold Standard: ***********************
 => Cleveland:[629,638]; score:1.000000; title:Cleveland, Ohio; score:1.000000
 => Hurricane Katrina:[2638,2655]; score:1.000000; title:Hurricane Katrina; score:1.000000
	FN => New York:[2410,2418]; score:1.000000; title:New York City; score:1.000000
 => U.S.:[154,158]; score:1.000000; title:United States; score:1.000000
	FN => New York:[2603,2611]; score:1.000000; title:New York City; score:1.000000
	FN => N.D.:[5051,5055]; score:1.000000; title:North Dakota; score:1.000000
 => American Samoa:[4798,4812]; score:1.000000; title:American Samoa; score:1.000000
 => Washington:[480,490]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Ohio:[541,545]; score:1.000000; title:Ohio; score:1.000000
 => Homeland Security Department:[1193,1221]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => San Diego:[498,507]; score:1.000000; title:San Diego, California; score:1.000000
	FN => Wyo.:[586,590]; score:1.000000; title:Wyoming; score:1.000000
 => Columbus:[531,539]; score:1.000000; title:Columbus, Ohio; score:1.000000
	FN => La.:[653,656]; score:1.000000; title:Louisiana; score:1.000000
 => Baton Rouge:[640,651]; score:1.000000; title:Baton Rouge, Louisiana; score:1.000000
 => U.S.:[13,17]; score:1.000000; title:United States; score:1.000000
 => Michael Chertoff:[1981,1997]; score:1.000000; title:Michael Chertoff; score:1.000000
	FN => Sioux Falls:[547,558]; score:1.000000; title:Sioux Falls, South Dakota; score:1.000000
 => Chicago:[620,627]; score:1.000000; title:Chicago, Illinois; score:1.000000
 => Baton Rouge:[4660,4671]; score:1.000000; title:Baton Rouge, Louisiana; score:1.000000
 => The Associated Press:[372,392]; score:1.000000; title:The Associated Press; score:1.000000
	FN => Minneapolis-St. Paul:[509,529]; score:1.000000; title:Minneapolis-St. Paul; score:1.000000
	FN => Mandan:[5025,5031]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => U.S. territories:[765,781]; score:1.000000; title:U.S. territories; score:1.000000
 => Congress:[4092,4100]; score:1.000000; title:United States Congress; score:1.000000
	FN => Mandan:[4763,4769]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => Homeland Security:[1833,1850]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
	FN => N.D.:[4771,4775]; score:1.000000; title:North Dakota; score:1.000000
 => Congress:[1275,1283]; score:1.000000; title:United States Congress; score:1.000000
 => San Francisco:[3736,3749]; score:1.000000; title:San Francisco, California; score:1.000000
 => World Trade Center:[2287,2305]; score:1.000000; title:World Trade Center; score:1.000000
	FN => WASHINGTON:[126,136]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Chicago:[4637,4644]; score:1.000000; title:Chicago, Illinois; score:1.000000
 => D.C.:[492,496]; score:1.000000; title:District of Columbia; score:1.000000
 => American Samoa:[676,690]; score:1.000000; title:American Samoa; score:1.000000
	FN => N.D.:[666,670]; score:1.000000; title:North Dakota; score:1.000000
	FN => Homeland Security:[1953,1970]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => Morton County:[5036,5049]; score:1.000000; title:Morton County, North Dakota; score:1.000000
 => Homeland Security Department:[4299,4327]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => Cleveland:[4646,4655]; score:1.000000; title:Cleveland, Ohio; score:1.000000
	FN => New York:[2106,2114]; score:1.000000; title:New York City; score:1.000000
	FN => Mandan:[658,664]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => S.D.:[560,564]; score:1.000000; title:South Dakota; score:1.000000
 => Charles Schumer:[1720,1735]; score:1.000000; title:Charles Schumer; score:1.000000
 => Laramie County:[570,584]; score:1.000000; title:Laramie County, Wyoming; score:1.000000

************************ System Result: ***************************
 => Cleveland:[629,638]; score:1.000000; title:Cleveland,_Ohio; score:0.539581
	FP => Democrats:[1295,1304]; score:1.000000; title:Democratic_Party_(United_States); score:0.747086
 => Hurricane Katrina:[2638,2655]; score:1.000000; title:Hurricane_Katrina; score:1.000000
 => Charles Schumer:[1720,1735]; score:1.000000; title:Chuck_Schumer; score:1.000000
 => U.S.:[154,158]; score:1.000000; title:United_States; score:0.803799
 => Washington, D.C.:[480,496]; score:1.000000; title:Washington,_D.C.; score:0.968441
	FP => Homeland Security:[1953,1970]; score:1.000000; title:Homeland_security; score:1.000000
 => Associated Press:[376,392]; score:1.000000; title:Associated_Press; score:1.000000
 => American Samoa:[4798,4812]; score:1.000000; title:American_Samoa; score:0.515578
 => Ohio:[541,545]; score:1.000000; title:Ohio; score:1.000000
 => Homeland Security Department:[1193,1221]; score:1.000000; title:United_States_Department_of_Homeland_Security; score:1.000000
 => San Diego:[498,507]; score:1.000000; title:San_Diego,_California; score:1.000000
 => Chicago:[4637,4644]; score:1.000000; title:Chicago; score:1.000000
	FP => S.D.:[560,564]; score:1.000000; title:SD; score:1.000000
 => Columbus:[531,539]; score:1.000000; title:Columbus,_Ohio; score:0.268802
	FP => N.D.:[5051,5055]; score:1.000000; title:Nature_cure; score:0.354839
	FP => U.S.:[2572,2576]; score:1.000000; title:United_States; score:0.803799
 => Baton Rouge:[640,651]; score:1.000000; title:Baton_Rouge,_Louisiana; score:1.000000
 => U.S.:[13,17]; score:1.000000; title:United_States; score:0.803799
 => Michael Chertoff:[1981,1997]; score:1.000000; title:Michael_Chertoff; score:1.000000
	FP => New York:[2603,2611]; score:1.000000; title:New_York; score:0.576837
	FP => New York:[2410,2418]; score:1.000000; title:New_York; score:0.576837
 => Baton Rouge:[4660,4671]; score:1.000000; title:Baton_Rouge,_Louisiana; score:1.000000
	FP => Sioux Falls:[547,558]; score:1.000000; title:History_of_the_Minnesota_Vikings; score:1.000000
	FP => Los Angeles:[3585,3596]; score:1.000000; title:Los_Angeles,_California; score:1.000000
 => Chicago:[620,627]; score:1.000000; title:Chicago; score:1.000000
	FP => Mandan:[5025,5031]; score:1.000000; title:Mandan; score:0.667932
 => Congress:[4092,4100]; score:1.000000; title:United_States_Congress; score:0.695061
 => Congress:[1275,1283]; score:1.000000; title:United_States_Congress; score:0.695061
