[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => Kalamazoo:[2144,2153]; score:0.838277; title:Kalamazoo, Michigan; score:0.838277
 => Midwest:[350,357]; score:0.838277; title:Midwestern United States; score:0.838277
	FP => Michigan band:[4184,4197]; score:0.822434; title:Michigan Marching Band; score:0.822434
	FP => Michigan:[2209,2217]; score:0.703278; title:Michigan; score:0.703278
	FP => Presidential Library:[1779,1799]; score:0.761311; title:Presidential library; score:0.761311
	FP => Ford:[2079,2083]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[4255,4259]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[37,41]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => presidential library:[1146,1166]; score:0.761311; title:Presidential library; score:0.761311
 => Gerald Ford:[3775,3786]; score:0.947523; title:Gerald Ford; score:0.947523
 => Kissinger:[3440,3449]; score:0.967326; title:Henry Kissinger; score:0.967326
	FP => Gerald R. Ford:[1764,1778]; score:0.947523; title:Gerald Ford; score:0.947523
 => National Guard:[2218,2232]; score:0.838277; title:National Guard of the United States; score:0.838277
	FP => Episcopal:[668,677]; score:0.828104; title:Episcopal Church (United States); score:0.828104
	FP => museum:[1135,1141]; score:0.675855; title:Museum; score:0.675855
	FP => Ford:[1551,1555]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[2191,2195]; score:0.866632; title:Ford Motor Company; score:0.866632
 => The Victors:[4238,4249]; score:0.820442; title:The Victors; score:0.820442
	FP => Ford:[3861,3865]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => salute:[1207,1213]; score:0.746573; title:Salute; score:0.746573
 => Gerald R. Ford:[242,256]; score:0.947523; title:Gerald Ford; score:0.947523
	FP => Ford:[1930,1934]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[3466,3470]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Victors:[4242,4249]; score:0.820442; title:The Victors; score:0.820442
 => University of Michigan:[4170,4192]; score:0.789264; title:University of Michigan; score:0.789264
 => National Cathedral:[1384,1402]; score:0.931292; title:Washington National Cathedral; score:0.931292
	FP => state funeral:[598,611]; score:0.748882; title:State funeral; score:0.748882
 => Gerald R. Ford Presidential Library:[1764,1799]; score:0.865713; title:Gerald R. Ford Presidential Library; score:0.865713
 => President Jimmy Carter:[963,985]; score:0.967326; title:Jimmy Carter; score:0.967326
	FP => Michigan:[4184,4192]; score:0.703278; title:Michigan; score:0.703278
	FP => football:[2001,2009]; score:0.737123; title:Association football; score:0.737123
 => Kissinger:[2832,2841]; score:0.967326; title:Henry Kissinger; score:0.967326
	FP => Episcopal Church:[668,684]; score:0.828104; title:Episcopal Church (United States); score:0.828104
 => Donald Rumsfeld:[833,848]; score:0.967326; title:Donald Rumsfeld; score:0.967326
	FP => Ford:[1277,1281]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => arms control:[3505,3517]; score:0.750066; title:Arms control; score:0.750066
	FP => Ford:[252,256]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Norman Rockwell:[3155,3170]; score:0.940758; title:Norman Rockwell; score:0.940758
	FP => Ford:[3314,3318]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[2799,2803]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Gerald R. Ford Presidential Library and Museum:[1764,1810]; score:0.865713; title:Gerald R. Ford Presidential Library; score:0.865713
	FP => Ford:[1130,1134]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Tom Brokaw:[2784,2794]; score:0.959634; title:Tom Brokaw; score:0.959634
 => University of Michigan:[1900,1922]; score:0.789264; title:University of Michigan; score:0.789264
	FP => Ford:[1000,1004]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[1774,1778]; score:0.866632; title:Ford Motor Company; score:0.866632
 => President Ford:[2069,2083]; score:0.947523; title:Gerald Ford; score:0.947523
	FP => Ford:[492,496]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Richard Norton Smith:[1073,1093]; score:0.938213; title:Richard Norton Smith; score:0.938213
	FP => Ford:[864,868]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => museum:[512,518]; score:0.675855; title:Museum; score:0.675855
 => Carter:[979,985]; score:0.967326; title:Jimmy Carter; score:0.967326
 => Michigan:[1511,1519]; score:0.703278; title:Michigan; score:0.703278
	FP => Ford:[4313,4317]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => chief of staff:[886,900]; score:0.675855; title:Chief of staff; score:0.675855
	FP => Michigan:[1914,1922]; score:0.703278; title:Michigan; score:0.703278
 => Kissinger:[3758,3767]; score:0.967326; title:Henry Kissinger; score:0.967326
	FP => nuclear arms control:[3497,3517]; score:0.706026; title:Nuclear disarmament; score:0.706026
 => Rumsfeld:[840,848]; score:0.967326; title:Donald Rumsfeld; score:0.967326
 => NBC:[2772,2775]; score:0.746968; title:NBC; score:0.746968
	FP => Ford:[591,595]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => museum:[814,820]; score:0.675855; title:Museum; score:0.675855
	FP => University of Michigan band:[4170,4197]; score:0.822434; title:Michigan Marching Band; score:0.822434
 => Egypt:[3597,3602]; score:0.725168; title:Egypt; score:0.725168
 => Michigan:[4104,4112]; score:0.703278; title:Michigan; score:0.703278
 => President Ford:[2864,2878]; score:0.947523; title:Gerald Ford; score:0.947523
	FP => Ford:[4039,4043]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Michigan:[12,20]; score:0.703278; title:Michigan; score:0.703278
	FP => Ford:[3147,3151]; score:0.866632; title:Ford Motor Company; score:0.866632
	FP => Ford:[3782,3786]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Jennifer Granholm:[1525,1542]; score:0.940244; title:Jennifer Granholm; score:0.940244
	FP => museum:[800,806]; score:0.675855; title:Museum; score:0.675855
 => Henry Kissinger:[2826,2841]; score:0.967326; title:Henry Kissinger; score:0.967326
	FP => Ford:[3267,3271]; score:0.866632; title:Ford Motor Company; score:0.866632
 => Washington National Cathedral:[1373,1402]; score:0.931292; title:Washington National Cathedral; score:0.931292
P/R/F:0.3561644/0.36619717/0.3611111; tpCount:26.0; fpCount:47.0; fnCount:45.0
[TvN16442287.txt]
***************** Gold Standard: ***********************
	FN => Joy Bauer:[3297,3306]; score:1.000000; title:Joy Bauer; score:1.000000
 => LDL-Cholesterol:[835,850]; score:1.000000; title:Low density lipoprotein; score:1.000000
	FN => New Year:[505,513]; score:1.000000; title:New Year; score:1.000000
 => American Journal of Clinical Nutrition:[1276,1314]; score:1.000000; title:American Journal of Clinical Nutrition; score:1.000000
	FN => Whole Wheat:[2250,2261]; score:1.000000; title:Whole grain; score:1.000000
 => HDL-Cholesterol:[868,883]; score:1.000000; title:High density lipoprotein; score:1.000000
	FN => Whole Grain:[2270,2281]; score:1.000000; title:Whole grain; score:1.000000
	FN => Joy Bauer:[203,212]; score:1.000000; title:Joy Bauer; score:1.000000
	FN => New Year's resolution:[120,141]; score:1.000000; title:New Year's resolution; score:1.000000
	FN => Joy Bauer:[55,64]; score:1.000000; title:Joy Bauer; score:1.000000

************************ System Result: ***************************
	FP => wheat bread:[2056,2067]; score:0.850389; title:Whole grain; score:0.850389
	FP => diet:[1441,1445]; score:0.727535; title:Diet (nutrition); score:0.727535
	FP => Sugars:[977,983]; score:0.789275; title:Sugar; score:0.789275
	FP => Walnuts:[1470,1477]; score:0.828104; title:Juglans; score:0.828104
	FP => plant:[1075,1080]; score:0.769322; title:Plant; score:0.769322
	FP => fat:[2381,2384]; score:0.799231; title:Fat; score:0.799231
	FP => whole wheat:[2050,2061]; score:0.850389; title:Whole grain; score:0.850389
	FP => dL:[828,830]; score:0.761298; title:Deciliter; score:0.761298
	FP => Cloves:[1564,1570]; score:0.712125; title:Clove; score:0.712125
	FP => Blackberries:[1453,1465]; score:0.733352; title:Blackberry; score:0.733352
	FP => sugar:[635,640]; score:0.789275; title:Sugar; score:0.789275
	FP => starch:[1658,1664]; score:0.859792; title:Starch; score:0.859792
	FP => mg:[888,890]; score:0.857673; title:Orders of magnitude (mass); score:0.857673
	FP => wheat:[2147,2152]; score:0.729666; title:Wheat; score:0.729666
	FP => dL:[964,966]; score:0.761298; title:Deciliter; score:0.761298
	FP => calories:[3092,3100]; score:0.717767; title:Calorie; score:0.717767
	FP => Cholesterol:[908,919]; score:0.874558; title:Cholesterol; score:0.874558
	FP => pasta:[1707,1712]; score:0.730211; title:Pasta; score:0.730211
	FP => whole wheat:[1695,1706]; score:0.850389; title:Whole grain; score:0.850389
	FP => brown rice:[1683,1693]; score:0.715683; title:Brown rice; score:0.715683
	FP => disease:[1179,1186]; score:0.808461; title:Disease; score:0.808461
	FP => Cranberries:[1516,1527]; score:0.869396; title:Cranberry; score:0.869396
	FP => calories:[2995,3003]; score:0.717767; title:Calorie; score:0.717767
 => American Journal of Clinical Nutrition:[1276,1314]; score:0.761234; title:The American Journal of Clinical Nutrition; score:0.761234
	FP => mg:[858,860]; score:0.857673; title:Orders of magnitude (mass); score:0.857673
	FP => Whole Wheat:[2250,2261]; score:0.729666; title:Wheat; score:0.729666
	FP => cholesterol:[806,817]; score:0.874558; title:Cholesterol; score:0.874558
	FP => calories:[3131,3139]; score:0.717767; title:Calorie; score:0.717767
	FP => mg:[991,993]; score:0.857673; title:Orders of magnitude (mass); score:0.857673
	FP => wheat:[2056,2061]; score:0.729666; title:Wheat; score:0.729666
	FP => millet:[1771,1777]; score:0.858793; title:Millet; score:0.858793
	FP => whole grain:[1714,1725]; score:0.850389; title:Whole grain; score:0.850389
	FP => whole wheat bread:[2050,2067]; score:0.828104; title:Whole wheat bread; score:0.828104
	FP => dL:[891,893]; score:0.761298; title:Deciliter; score:0.761298
	FP => Triglycerides:[940,953]; score:0.969871; title:Triglyceride; score:0.969871
	FP => nutritionist:[42,54]; score:0.805035; title:Nutritionist; score:0.805035
	FP => pasta:[2524,2529]; score:0.730211; title:Pasta; score:0.730211
	FP => rice:[1689,1693]; score:0.709129; title:Rice; score:0.709129
	FP => whole grains:[1597,1609]; score:0.850389; title:Whole grain; score:0.850389
	FP => cancer:[1162,1168]; score:0.822760; title:Cancer; score:0.822760
	FP => mg:[825,827]; score:0.857673; title:Orders of magnitude (mass); score:0.857673
	FP => wheat:[1701,1706]; score:0.729666; title:Wheat; score:0.729666
	FP => Cholesterol:[839,850]; score:0.874558; title:Cholesterol; score:0.874558
 => LDL:[835,838]; score:0.833899; title:Low-density lipoprotein; score:0.833899
	FP => Nutritionist:[190,202]; score:0.805035; title:Nutritionist; score:0.805035
	FP => calories:[3162,3170]; score:0.717767; title:Calorie; score:0.717767
	FP => mg:[961,963]; score:0.857673; title:Orders of magnitude (mass); score:0.857673
 => HDL:[868,871]; score:0.843321; title:High-density lipoprotein; score:0.843321
	FP => whole grain bread:[1714,1731]; score:0.850389; title:Whole grain; score:0.850389
	FP => Wheat:[2256,2261]; score:0.729666; title:Wheat; score:0.729666
	FP => cholesterol:[599,610]; score:0.874558; title:Cholesterol; score:0.874558
	FP => Total cholesterol:[800,817]; score:0.874558; title:Cholesterol; score:0.874558
	FP => dL:[861,863]; score:0.761298; title:Deciliter; score:0.761298
	FP => heart disease:[1173,1186]; score:0.748208; title:Heart disease; score:0.748208
	FP => amaranth:[1789,1797]; score:0.824072; title:Amaranth; score:0.824072
	FP => Blueberries:[1548,1559]; score:0.837145; title:Blueberry; score:0.837145
	FP => triglyceride:[612,624]; score:0.969871; title:Triglyceride; score:0.969871
	FP => dL:[994,996]; score:0.761298; title:Deciliter; score:0.761298
	FP => Cholesterol:[872,883]; score:0.874558; title:Cholesterol; score:0.874558
	FP => whole grain:[2160,2171]; score:0.850389; title:Whole grain; score:0.850389
	FP => calories:[2937,2945]; score:0.717767; title:Calorie; score:0.717767
P/R/F:0.04918033/0.3/0.08450704; tpCount:3.0; fpCount:58.0; fnCount:7.0
[USN16443053.txt]
***************** Gold Standard: ***********************
 => Cleveland:[629,638]; score:1.000000; title:Cleveland, Ohio; score:1.000000
 => Hurricane Katrina:[2638,2655]; score:1.000000; title:Hurricane Katrina; score:1.000000
	FN => New York:[2410,2418]; score:1.000000; title:New York City; score:1.000000
	FN => U.S.:[154,158]; score:1.000000; title:United States; score:1.000000
	FN => New York:[2603,2611]; score:1.000000; title:New York City; score:1.000000
	FN => N.D.:[5051,5055]; score:1.000000; title:North Dakota; score:1.000000
 => American Samoa:[4798,4812]; score:1.000000; title:American Samoa; score:1.000000
	FN => Washington:[480,490]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Ohio:[541,545]; score:1.000000; title:Ohio; score:1.000000
 => Homeland Security Department:[1193,1221]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => San Diego:[498,507]; score:1.000000; title:San Diego, California; score:1.000000
	FN => Wyo.:[586,590]; score:1.000000; title:Wyoming; score:1.000000
 => Columbus:[531,539]; score:1.000000; title:Columbus, Ohio; score:1.000000
	FN => La.:[653,656]; score:1.000000; title:Louisiana; score:1.000000
 => Baton Rouge:[640,651]; score:1.000000; title:Baton Rouge, Louisiana; score:1.000000
	FN => U.S.:[13,17]; score:1.000000; title:United States; score:1.000000
 => Michael Chertoff:[1981,1997]; score:1.000000; title:Michael Chertoff; score:1.000000
 => Sioux Falls:[547,558]; score:1.000000; title:Sioux Falls, South Dakota; score:1.000000
 => Chicago:[620,627]; score:1.000000; title:Chicago, Illinois; score:1.000000
