[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => ISM:[1667,3]; score:1.000000
 => Nikkei stock average:[4839,20]; score:1.000000
	FN => Goldman:[3194,7]; score:1.000000
	FN => Cytokinetics Inc:[3684,16]; score:1.000000
 => Home Depot Inc:[295,14]; score:1.000000
 => New Year:[4710,8]; score:1.000000

************************ System Result: ***************************
 => France:[4967,6]; score:1.000000
	FP => chief executive:[80,15]; score:1.000000
	FP => recovery:[4403,8]; score:1.000000
	FP => times:[401,5]; score:1.000000
	FP => spending:[2869,8]; score:1.000000
	FP => year:[4017,4]; score:1.000000
	FP => hiatus:[2420,6]; score:1.000000
	FP => strong:[376,6]; score:1.000000
	FP => drove:[407,5]; score:1.000000
	FP => percent:[4954,7]; score:1.000000
	FP => retailers:[285,9]; score:1.000000
	FP => heating oil:[2273,11]; score:1.000000
	FP => contraction:[2788,11]; score:1.000000
	FP => percent:[1377,7]; score:1.000000
	FP => employment:[1796,10]; score:1.000000
	FP => service:[3938,7]; score:1.000000
	FP => percent:[2914,7]; score:1.000000
	FP => spending:[837,8]; score:1.000000
	FP => rose:[1476,4]; score:1.000000
	FP => report:[1928,6]; score:1.000000
 => Nasdaq:[1418,6]; score:1.000000
	FP => big:[1511,3]; score:1.000000
	FP => percent:[4461,7]; score:1.000000
	FP => natural gas:[2289,11]; score:1.000000
	FP => flat:[3530,4]; score:1.000000
	FP => month:[2988,5]; score:1.000000
	FP => issues:[4494,6]; score:1.000000
	FP => President:[2356,9]; score:1.000000
	FP => expected:[2901,8]; score:1.000000
	FP => record:[2965,6]; score:1.000000
 => United States:[2239,13]; score:1.000000
	FP => chief:[951,5]; score:1.000000
	FP => year:[2011,4]; score:1.000000
	FP => Bonds:[1470,5]; score:1.000000
	FP => percent:[4997,7]; score:1.000000
	FP => December:[3434,8]; score:1.000000
	FP => work:[2534,4]; score:1.000000
	FP => less-than:[2891,9]; score:1.000000
 => Goodyear Tire & Rubber:[4026,22]; score:1.000000
	FP => early:[1993,5]; score:1.000000
	FP => November:[2925,8]; score:1.000000
	FP => percent:[3981,7]; score:1.000000
	FP => percent:[3469,7]; score:1.000000
	FP => ISM:[2573,3]; score:1.000000
	FP => expected:[882,8]; score:1.000000
	FP => manufacturing:[727,13]; score:1.000000
 => Automatic Data Processing Inc.:[1741,30]; score:1.000000
	FP => topping:[3478,7]; score:1.000000
	FP => heart failure:[3805,13]; score:1.000000
	FP => rose:[3574,4]; score:1.000000
	FP => growth:[3514,6]; score:1.000000
	FP => market:[957,6]; score:1.000000
	FP => word:[508,4]; score:1.000000
	FP => activity:[2945,8]; score:1.000000
	FP => word:[2559,4]; score:1.000000
	FP => company:[3490,7]; score:1.000000
	FP => percent:[1445,7]; score:1.000000
	FP => investors:[1899,9]; score:1.000000
	FP => Goldman:[942,7]; score:1.000000
	FP => Stocks:[465,6]; score:1.000000
 => New York Stock Exchange:[4546,23]; score:1.000000
	FP => mixed:[2035,5]; score:1.000000
	FP => year:[1554,4]; score:1.000000
	FP => start:[499,5]; score:1.000000
	FP => rate:[3094,4]; score:1.000000
	FP => expected:[923,8]; score:1.000000
	FP => yield:[1528,5]; score:1.000000
	FP => year:[25,4]; score:1.000000
	FP => oil prices:[352,10]; score:1.000000
	FP => sentiment:[383,9]; score:1.000000
	FP => trading:[448,7]; score:1.000000
	FP => straight:[2979,8]; score:1.000000
	FP => volume:[4577,6]; score:1.000000
	FP => construction:[2856,12]; score:1.000000
	FP => day:[4676,3]; score:1.000000
	FP => fell:[1573,4]; score:1.000000
	FP => major:[2055,5]; score:1.000000
	FP => dollar:[2024,6]; score:1.000000
	FP => start:[7,5]; score:1.000000
 => Wall Street:[2382,11]; score:1.000000
	FP => forecast:[3500,8]; score:1.000000
	FP => fell:[2091,4]; score:1.000000
	FP => week:[4139,4]; score:1.000000
	FP => private sector:[1781,14]; score:1.000000
	FP => subscriber:[3955,10]; score:1.000000
	FP => aftermath:[2451,9]; score:1.000000
	FP => construction:[824,12]; score:1.000000
	FP => shares:[4605,6]; score:1.000000
 => Dow:[1115,3]; score:1.000000
	FP => Stocks:[0,6]; score:1.000000
	FP => percent:[3554,7]; score:1.000000
	FP => rally:[35,5]; score:1.000000
	FP => fell:[2119,4]; score:1.000000
	FP => advance:[1515,7]; score:1.000000
	FP => percent:[4076,7]; score:1.000000
	FP => annual:[3087,6]; score:1.000000
	FP => terrorist:[2484,9]; score:1.000000
	FP => today:[1072,5]; score:1.000000
	FP => billion:[4597,7]; score:1.000000
	FP => Light:[2100,5]; score:1.000000
	FP => point:[4660,5]; score:1.000000
	FP => building:[3033,8]; score:1.000000
	FP => surge:[57,5]; score:1.000000
	FP => Bond:[1625,4]; score:1.000000
	FP => early:[1086,5]; score:1.000000
	FP => news:[3678,4]; score:1.000000
	FP => activity:[3042,8]; score:1.000000
	FP => chief executive:[4361,15]; score:1.000000
	FP => years:[579,5]; score:1.000000
	FP => hurt:[4195,4]; score:1.000000
	FP => ISM:[1667,3]; score:1.000000
	FP => Market:[42,6]; score:1.000000
	FP => month:[4173,5]; score:1.000000
	FP => outnumbered:[4501,11]; score:1.000000
	FP => trading:[17,7]; score:1.000000
	FP => home improvement:[3324,16]; score:1.000000
 => Gerald R. Ford:[2366,14]; score:1.000000
	FP => support:[1049,7]; score:1.000000
	FP => construction:[895,12]; score:1.000000
	FP => Friday:[4666,6]; score:1.000000
 => Home Depot Inc.:[295,15]; score:1.000000
	FP => manufacturing sector:[2700,20]; score:1.000000
	FP => investors:[2540,9]; score:1.000000
	FP => news:[1671,4]; score:1.000000
	FP => anemic:[4683,6]; score:1.000000
	FP => mild:[2190,4]; score:1.000000
	FP => chairman:[531,8]; score:1.000000
	FP => percent:[1586,7]; score:1.000000
	FP => Friday:[1617,6]; score:1.000000
	FP => volume:[4690,6]; score:1.000000
	FP => market:[3154,6]; score:1.000000
	FP => strike:[4179,6]; score:1.000000
	FP => stock:[628,5]; score:1.000000
	FP => weak:[1683,4]; score:1.000000
 => Wal-Mart:[3610,8]; score:1.000000
	FP => percent:[3642,7]; score:1.000000
	FP => reading:[2618,7]; score:1.000000
	FP => barrel:[2144,6]; score:1.000000
	FP => news:[3743,4]; score:1.000000
	FP => benchmark:[1541,9]; score:1.000000
	FP => percent:[1604,7]; score:1.000000
	FP => stronger:[2600,8]; score:1.000000
 => Home Depot:[3563,10]; score:1.000000
	FP => gains:[650,5]; score:1.000000
	FP => good:[3241,4]; score:1.000000
	FP => hold:[2217,4]; score:1.000000
	FP => trading:[1102,7]; score:1.000000
	FP => months:[3181,6]; score:1.000000
	FP => work:[3757,4]; score:1.000000
	FP => resigned:[564,8]; score:1.000000
	FP => Stocks:[116,6]; score:1.000000
 => U.S.:[4279,4]; score:1.000000
	FP => reading:[2658,7]; score:1.000000
 => Home Depot:[518,10]; score:1.000000
	FP => News:[3267,4]; score:1.000000
	FP => company:[618,7]; score:1.000000
	FP => currencies:[2061,10]; score:1.000000
	FP => interest rate:[1968,13]; score:1.000000
	FP => higher:[137,6]; score:1.000000
	FP => ADP:[1772,3]; score:1.000000
	FP => holiday:[4721,7]; score:1.000000
	FP => weaker:[4240,6]; score:1.000000
	FP => signals:[2675,7]; score:1.000000
	FP => percent:[1141,7]; score:1.000000
	FP => expected:[2646,8]; score:1.000000
	FP => balance:[1655,7]; score:1.000000
 => Nikkei stock average:[4839,20]; score:1.000000
	FP => Goldman:[3194,7]; score:1.000000
	FP => market:[3225,6]; score:1.000000
	FP => Sept. 11, 2001:[2468,14]; score:1.000000
	FP => afternoon:[1092,9]; score:1.000000
	FP => post:[4319,4]; score:1.000000
	FP => report:[1699,6]; score:1.000000
	FP => NEW YORK:[105,8]; score:1.000000
	FP => rose:[1254,4]; score:1.000000
	FP => loss:[4326,4]; score:1.000000
	FP => percent:[3722,7]; score:1.000000
	FP => solid:[201,5]; score:1.000000
	FP => figure:[2733,6]; score:1.000000
	FP => drugs:[3789,5]; score:1.000000
	FP => jumping:[1169,7]; score:1.000000
	FP => corporate:[3668,9]; score:1.000000
	FP => stock:[1232,5]; score:1.000000
	FP => weather:[2195,7]; score:1.000000
	FP => rose:[3826,4]; score:1.000000
	FP => big:[276,3]; score:1.000000
	FP => investors:[1630,9]; score:1.000000
	FP => rose:[4860,4]; score:1.000000
 => Japan:[4831,5]; score:1.000000
 => Home Depot:[69,10]; score:1.000000
	FP => report:[708,6]; score:1.000000
	FP => trading:[1194,7]; score:1.000000
 => Amgen:[3820,5]; score:1.000000
	FP => fell:[1807,4]; score:1.000000
	FP => demand:[2262,6]; score:1.000000
	FP => report:[2774,6]; score:1.000000
	FP => combat:[3798,6]; score:1.000000
	FP => expansion:[2683,9]; score:1.000000
	FP => builder:[4284,7]; score:1.000000
	FP => cents:[3834,5]; score:1.000000
	FP => payroll:[1725,7]; score:1.000000
	FP => percent:[4798,7]; score:1.000000
	FP => years:[2815,5]; score:1.000000
	FP => November:[2722,8]; score:1.000000
 => New Year's:[4710,10]; score:1.000000
	FP => mark:[2336,4]; score:1.000000
	FP => production:[4200,10]; score:1.000000
	FP => company:[1733,7]; score:1.000000
	FP => stronger:[685,8]; score:1.000000
	FP => rose:[3882,4]; score:1.000000
 => Wal-Mart Stores Inc.:[315,20]; score:1.000000
	FP => cutting:[2254,7]; score:1.000000
	FP => chain:[3341,5]; score:1.000000
	FP => division:[1713,8]; score:1.000000
	FP => reason:[241,6]; score:1.000000
	FP => performance:[599,11]; score:1.000000
	FP => momentum:[3253,8]; score:1.000000
	FP => boost:[2839,5]; score:1.000000
	FP => expected:[699,8]; score:1.000000
	FP => ISM:[855,3]; score:1.000000
	FP => companies:[4767,9]; score:1.000000
 => Sirius Satellite Radio:[3854,22]; score:1.000000
	FP => economy:[223,7]; score:1.000000
	FP => sharp:[1311,5]; score:1.000000
 => Standard & Poor's 500:[1328,21]; score:1.000000
 => Wal-Mart Stores Inc.:[3411,20]; score:1.000000
	FP => gains:[1317,5]; score:1.000000
	FP => signs:[4392,5]; score:1.000000
	FP => December:[718,8]; score:1.000000
	FP => investors:[176,9]; score:1.000000
	FP => closed:[2318,6]; score:1.000000
	FP => CAC:[4976,3]; score:1.000000
	FP => cents:[3890,5]; score:1.000000
	FP => employment:[1688,10]; score:1.000000
 => New York Mercantile Exchange:[2158,28]; score:1.000000
	FP => resigned:[3290,8]; score:1.000000
	FP => quarter:[4345,7]; score:1.000000
	FP => fell:[4442,4]; score:1.000000
	FP => stocks:[2848,6]; score:1.000000
	FP => closed:[4898,6]; score:1.000000
	FP => percent:[4870,7]; score:1.000000
	FP => gains:[1860,5]; score:1.000000
	FP => markets:[2310,7]; score:1.000000
 => Britain:[4879,7]; score:1.000000
 => Wall Street:[662,11]; score:1.000000
 => Amgen Inc.:[3767,10]; score:1.000000
	FP => chief executive:[544,15]; score:1.000000
	FP => months:[1850,6]; score:1.000000
	FP => radio:[3932,5]; score:1.000000
	FP => base:[3966,4]; score:1.000000
	FP => tech:[1407,4]; score:1.000000
	FP => first time:[2759,10]; score:1.000000
	FP => days:[2434,4]; score:1.000000
	FP => month:[1892,5]; score:1.000000
	FP => rose:[3460,4]; score:1.000000
	FP => report:[3399,6]; score:1.000000
	FP => funeral:[2345,7]; score:1.000000
 => Commerce Department:[2999,19]; score:1.000000
	FP => fell:[2954,4]; score:1.000000
	FP => fell:[908,4]; score:1.000000
	FP => percent:[4913,7]; score:1.000000
	FP => rose:[1425,4]; score:1.000000
 => FTSE 100:[4889,8]; score:1.000000
 => Germany:[4922,7]; score:1.000000
	FP => positive:[3356,8]; score:1.000000
	FP => number:[859,6]; score:1.000000
	FP => December:[1825,8]; score:1.000000
	FP => sales:[3454,5]; score:1.000000
	FP => percent:[3904,7]; score:1.000000
	FP => cut:[1982,3]; score:1.000000
	FP => expected:[804,8]; score:1.000000
	FP => laden:[1412,5]; score:1.000000
P/R/F:0.11029412/0.625/0.1875; tpCount:30.0; fpCount:242.0; fnCount:18.0
[Pol16447720.txt]
***************** Gold Standard: ***********************
 => Soviets:[3527,7]; score:1.000000
 => Ford:[37,4]; score:1.000000
 => Norman Rockwell:[3155,15]; score:1.000000
 => Gerald R. Ford:[242,14]; score:1.000000
 => Grand River:[1745,11]; score:1.000000
	FN => President Bush:[3061,14]; score:1.000000
 => Egypt:[3597,5]; score:1.000000
 => Brokaw:[3830,6]; score:1.000000
	FN => Washington:[2683,10]; score:1.000000
 => NBC:[2772,3]; score:1.000000
	FN => America:[2906,7]; score:1.000000
	FN => Ford:[4153,4]; score:1.000000
 => Midwest:[350,7]; score:1.000000
	FN => America:[2528,7]; score:1.000000
 => Israel:[3586,6]; score:1.000000
	FN => Ford:[3267,4]; score:1.000000
	FN => America:[2919,7]; score:1.000000
	FN => America:[3817,7]; score:1.000000
	FN => Ford:[4039,4]; score:1.000000
 => Kissinger:[3758,9]; score:1.000000
 => Nixon:[4011,5]; score:1.000000
 => President Ford:[2069,14]; score:1.000000
	FN => Grace Episcopal Church in East Grand Rapids:[662,43]; score:1.000000
	FN => Ford:[591,4]; score:1.000000
 => Calif.:[4370,6]; score:1.000000
 => President Bush:[2720,14]; score:1.000000
 => Ford:[4313,4]; score:1.000000
	FN => Wolverines:[1956,10]; score:1.000000
 => Henry Kissinger:[2826,15]; score:1.000000
	FN => Ford:[864,4]; score:1.000000
 => Grand River:[775,11]; score:1.000000
 => Michigan:[1511,8]; score:1.000000
 => Washington National Cathedral:[1373,29]; score:1.000000
 => President Ford:[2864,14]; score:1.000000
 => The Victors:[4238,11]; score:1.000000
 => Ford:[1000,4]; score:1.000000
	FN => GRAND RAPIDS:[113,12]; score:1.000000
 => President Bush:[3124,14]; score:1.000000
 => Ford:[1130,4]; score:1.000000
	FN => Ford:[492,4]; score:1.000000
	FN => Michigan National Guard:[2209,23]; score:1.000000
	FN => Ford:[2799,4]; score:1.000000
 => President Jimmy Carter:[963,22]; score:1.000000
 => Ford:[3314,4]; score:1.000000
 => Grand Rapids:[2171,12]; score:1.000000
 => University of Michigan:[4170,22]; score:1.000000
	FN => Gerald R. Ford Presidential Library and Museum:[1764,46]; score:1.000000
	FN => Kalamazoo:[2144,9]; score:1.000000
 => Grand Rapids:[2051,12]; score:1.000000
	FN => Ford:[1277,4]; score:1.000000
	FN => Bush:[3071,4]; score:1.000000
	FN => Lynn Chapp:[2245,10]; score:1.000000
 => Michigan:[4104,8]; score:1.000000
 => Michigan:[12,8]; score:1.000000
	FN => Karin Lewis:[431,11]; score:1.000000
 => Jennifer Granholm:[1525,17]; score:1.000000
	FN => Grand Rapids airport:[4121,20]; score:1.000000
 => Ford:[1930,4]; score:1.000000
	FN => Ford:[3466,4]; score:1.000000
 => Kissinger:[3440,9]; score:1.000000
	FN => southern Africa:[3641,15]; score:1.000000
	FN => Ford:[2191,4]; score:1.000000
 => Ford:[1551,4]; score:1.000000
	FN => Grand Rapids airport:[1312,20]; score:1.000000
	FN => Bobbe Taber:[2106,11]; score:1.000000
 => Ford:[3861,4]; score:1.000000
 => Donald Rumsfeld:[833,15]; score:1.000000
 => Washington:[1629,10]; score:1.000000
 => Gerald Ford:[3775,11]; score:1.000000
 => University of Michigan:[1900,22]; score:1.000000
 => Tom Brokaw:[2784,10]; score:1.000000
 => Rancho Mirage:[4355,13]; score:1.000000
 => Mich.:[127,5]; score:1.000000
	FN => Ford:[4255,4]; score:1.000000
	FN => Richard Norton Smith:[1073,20]; score:1.000000
	FN => DeVos Place convention center:[1690,29]; score:1.000000

************************ System Result: ***************************
	FP => values:[358,6]; score:1.000000
	FP => calm:[2982,4]; score:1.000000
 => Norman Rockwell:[3155,15]; score:1.000000
 => Grand River:[1745,11]; score:1.000000
	FP => president:[282,9]; score:1.000000
	FP => America:[2906,7]; score:1.000000
 => Midwest:[350,7]; score:1.000000
	FP => turn:[2492,4]; score:1.000000
	FP => funeral service:[2664,15]; score:1.000000
	FP => America:[2919,7]; score:1.000000
	FP => cabinet:[871,7]; score:1.000000
	FP => presidential museum:[499,19]; score:1.000000
	FP => Ford's:[3466,6]; score:1.000000
 => Nixon:[4011,5]; score:1.000000
	FP => services:[1361,8]; score:1.000000
	FP => Lewis:[437,5]; score:1.000000
	FP => center:[1942,6]; score:1.000000
	FP => boys:[469,4]; score:1.000000
 => President Bush:[2720,14]; score:1.000000
 => Grand River:[775,11]; score:1.000000
	FP => people:[2472,6]; score:1.000000
 => Ford:[1000,4]; score:1.000000
	FP => night:[2505,5]; score:1.000000
	FP => pay:[522,3]; score:1.000000
	FP => Gov.:[1520,4]; score:1.000000
 => President Jimmy Carter:[963,22]; score:1.000000
	FP => eulogy:[948,6]; score:1.000000
	FP => Wednesday:[2401,9]; score:1.000000
	FP => tribute:[416,7]; score:1.000000
	FP => lifetime:[388,8]; score:1.000000
	FP => cathedral:[3429,9]; score:1.000000
	FP => Ford's:[4039,6]; score:1.000000
 => Kissinger:[3440,9]; score:1.000000
	FP => healing:[2991,7]; score:1.000000
 => Ford:[1551,4]; score:1.000000
	FP => final salute:[1817,12]; score:1.000000
	FP => control:[3510,7]; score:1.000000
	FP => reference:[3960,9]; score:1.000000
	FP => downtown:[2460,8]; score:1.000000
	FP => Grand Rapids:[1312,12]; score:1.000000
 => Rancho Mirage:[4355,13]; score:1.000000
	FP => character:[2945,9]; score:1.000000
	FP => body:[29,4]; score:1.000000
	FP => nation:[3042,6]; score:1.000000
 => Soviets:[3527,7]; score:1.000000
 => Ford:[37,4]; score:1.000000
	FP => close:[1032,5]; score:1.000000
 => Gerald R. Ford:[242,14]; score:1.000000
	FP => Ford's:[492,6]; score:1.000000
 => Egypt:[3597,5]; score:1.000000
	FP => America:[2528,7]; score:1.000000
	FP => night:[543,5]; score:1.000000
 => Israel:[3586,6]; score:1.000000
	FP => intellect:[1450,9]; score:1.000000
	FP => history:[3051,7]; score:1.000000
	FP => leadership:[2959,10]; score:1.000000
	FP => athletic:[4046,8]; score:1.000000
	FP => subterfuge:[3984,10]; score:1.000000
	FP => leadership:[3473,10]; score:1.000000
	FP => Ford:[3147,4]; score:1.000000
	FP => service:[2542,7]; score:1.000000
	FP => friend:[1038,6]; score:1.000000
	FP => football:[2001,8]; score:1.000000
	FP => eulogy:[3088,6]; score:1.000000
	FP => church:[2576,6]; score:1.000000
	FP => hidden agenda:[3899,13]; score:1.000000
	FP => bears:[4147,5]; score:1.000000
	FP => interest:[4055,8]; score:1.000000
	FP => capital:[4089,7]; score:1.000000
	FP => surrounded:[4000,10]; score:1.000000
	FP => Wolverines:[1956,10]; score:1.000000
 => Henry Kissinger:[2826,15]; score:1.000000
	FP => father:[3106,6]; score:1.000000
	FP => band:[4193,4]; score:1.000000
 => Michigan:[1511,8]; score:1.000000
 => Washington National Cathedral:[1373,29]; score:1.000000
	FP => paradoxical:[1419,11]; score:1.000000
 => President Ford:[2864,14]; score:1.000000
	FP => opportunity:[397,11]; score:1.000000
	FP => in the city:[2446,11]; score:1.000000
	FP => people:[1578,6]; score:1.000000
 => Ford:[1130,4]; score:1.000000
	FP => presidential library:[1146,20]; score:1.000000
	FP => undefeated:[1968,10]; score:1.000000
	FP => legacy:[2092,6]; score:1.000000
	FP => area:[2154,4]; score:1.000000
	FP => duty:[3696,4]; score:1.000000
	FP => lives:[2131,5]; score:1.000000
	FP => Ford's:[4153,6]; score:1.000000
 => University of Michigan:[4170,22]; score:1.000000
	FP => political:[3558,9]; score:1.000000
	FP => called:[3140,6]; score:1.000000
 => Michigan:[4104,8]; score:1.000000
 => Michigan:[12,8]; score:1.000000
	FP => agreement:[3568,9]; score:1.000000
	FP => Ford's:[591,6]; score:1.000000
	FP => drew:[2701,4]; score:1.000000
	FP => Wednesday:[2550,9]; score:1.000000
 => Donald Rumsfeld:[833,15]; score:1.000000
 => Mich.:[127,5]; score:1.000000
	FP => nuclear arms:[3497,12]; score:1.000000
	FP => flag:[4262,4]; score:1.000000
	FP => secretary of state:[2806,18]; score:1.000000
	FP => chief of staff:[886,14]; score:1.000000
	FP => museum:[1135,6]; score:1.000000
	FP => school:[4209,6]; score:1.000000
 => NBC:[2772,3]; score:1.000000
	FP => famous:[4218,6]; score:1.000000
	FP => leader:[3706,6]; score:1.000000
	FP => public:[1667,6]; score:1.000000
	FP => Lynn:[2245,4]; score:1.000000
	FP => speak:[1191,5]; score:1.000000
	FP => body:[711,4]; score:1.000000
	FP => walked:[1674,6]; score:1.000000
	FP => president:[47,9]; score:1.000000
	FP => Ford's:[2191,6]; score:1.000000
	FP => casket:[2198,6]; score:1.000000
	FP => people:[2712,6]; score:1.000000
	FP => director:[1114,8]; score:1.000000
	FP => jokes:[3255,5]; score:1.000000
 => Ford:[4313,4]; score:1.000000
	FP => file:[218,4]; score:1.000000
	FP => pierced:[3198,7]; score:1.000000
	FP => community:[576,9]; score:1.000000
	FP => national:[2655,8]; score:1.000000
	FP => spoke:[2750,5]; score:1.000000
	FP => Ford's:[4255,6]; score:1.000000
	FP => died:[4318,4]; score:1.000000
	FP => painting:[3171,8]; score:1.000000
	FP => service:[651,7]; score:1.000000
	FP => acts of vengeance:[3929,17]; score:1.000000
	FP => Dec.:[4332,4]; score:1.000000
	FP => gentle:[3248,6]; score:1.000000
 => Victors:[4242,7]; score:1.000000
	FP => casket:[4274,6]; score:1.000000
 => Ford:[3314,4]; score:1.000000
	FP => playing:[3733,7]; score:1.000000
	FP => walk:[2292,4]; score:1.000000
	FP => father:[2743,6]; score:1.000000
 => Grand Rapids:[2051,12]; score:1.000000
	FP => bridge:[1729,6]; score:1.000000
	FP => Wednesday:[100,9]; score:1.000000
	FP => golf:[3328,4]; score:1.000000
	FP => Ford's:[3267,6]; score:1.000000
	FP => game:[3333,4]; score:1.000000
	FP => Wednesday:[623,9]; score:1.000000
	FP => hearse:[4302,6]; score:1.000000
	FP => chance:[208,6]; score:1.000000
	FP => time:[2320,4]; score:1.000000
	FP => Grand Rapids:[4121,12]; score:1.000000
	FP => afternoon:[633,9]; score:1.000000
 => Ford:[3861,4]; score:1.000000
 => Washington:[1629,10]; score:1.000000
	FP => public:[1242,6]; score:1.000000
	FP => people:[2268,6]; score:1.000000
	FP => defense secretary:[912,17]; score:1.000000
	FP => cracking:[3239,8]; score:1.000000
	FP => performer:[3723,9]; score:1.000000
	FP => casket:[232,6]; score:1.000000
	FP => man:[327,3]; score:1.000000
	FP => President Bush:[3061,14]; score:1.000000
	FP => p.m.:[2347,4]; score:1.000000
	FP => Ford's:[2799,6]; score:1.000000
	FP => burial:[752,6]; score:1.000000
	FP => virtues:[3795,7]; score:1.000000
	FP => time:[304,4]; score:1.000000
	FP => north:[787,5]; score:1.000000
 => Brokaw:[3830,6]; score:1.000000
	FP => Washington:[2683,10]; score:1.000000
	FP => newsman:[2776,7]; score:1.000000
	FP => Ford's:[1277,6]; score:1.000000
	FP => fight song:[4225,10]; score:1.000000
	FP => casket:[2304,6]; score:1.000000
	FP => majority rule:[3624,13]; score:1.000000
	FP => casket:[1284,6]; score:1.000000
	FP => streets:[1256,7]; score:1.000000
	FP => private:[744,7]; score:1.000000
	FP => America:[3817,7]; score:1.000000
	FP => eulogy:[3849,6]; score:1.000000
 => Kissinger:[3758,9]; score:1.000000
	FP => final:[298,5]; score:1.000000
	FP => moonlight:[175,9]; score:1.000000
 => President Ford:[2069,14]; score:1.000000
 => Calif.:[4370,6]; score:1.000000
	FP => interred:[726,8]; score:1.000000
	FP => man:[2935,3]; score:1.000000
	FP => a.m.:[2396,4]; score:1.000000
	FP => museum:[800,6]; score:1.000000
	FP => office:[3877,6]; score:1.000000
	FP => expected:[2280,8]; score:1.000000
 => President Bush:[3124,14]; score:1.000000
	FP => air:[3977,3]; score:1.000000
	FP => museum:[814,6]; score:1.000000
	FP => state funeral:[598,13]; score:1.000000
	FP => demons:[3888,6]; score:1.000000
	FP => formal:[1844,6]; score:1.000000
 => Grand Rapids:[2171,12]; score:1.000000
	FP => sweat:[1882,5]; score:1.000000
	FP => pay:[412,3]; score:1.000000
	FP => reputation:[3274,10]; score:1.000000
 => Jennifer Granholm:[1525,17]; score:1.000000
	FP => hitting:[3371,7]; score:1.000000
 => Ford:[1930,4]; score:1.000000
	FP => spokeswoman:[2233,11]; score:1.000000
	FP => arches:[3415,6]; score:1.000000
	FP => gift:[1431,4]; score:1.000000
 => Gerald Ford:[3775,11]; score:1.000000
 => University of Michigan:[1900,22]; score:1.000000
 => Tom Brokaw:[2784,10]; score:1.000000
	FP => Ford's:[864,6]; score:1.000000
	FP => shirts:[1888,6]; score:1.000000
	FP => dresses:[1861,7]; score:1.000000
P/R/F:0.20754717/0.57894737/0.30555555; tpCount:44.0; fpCount:168.0; fnCount:32.0
[TvN16442287.txt]
***************** Gold Standard: ***********************
	FN => Joy Bauer:[203,9]; score:1.000000
	FN => New Year's resolution:[120,21]; score:1.000000
	FN => Annual Scientific Meeting:[2461,25]; score:1.000000
	FN => Joy's Healthy Resolutions:[320,25]; score:1.000000
	FN => Joy Bauer:[55,9]; score:1.000000
 => New Year:[505,8]; score:1.000000
	FN => Whole Grain:[2270,11]; score:1.000000
	FN => NAASO:[2489,5]; score:1.000000
	FN => LDL-Cholesterol:[835,15]; score:1.000000
	FN => HDL-Cholesterol:[868,15]; score:1.000000
	FN => American Journal of Clinical Nutrition:[1276,38]; score:1.000000
	FN => Joy Bauer:[3297,9]; score:1.000000
	FN => Sara Lee Food & Beverage:[1938,24]; score:1.000000
	FN => Whole Wheat:[2250,11]; score:1.000000

************************ System Result: ***************************
	FP => Blackberries:[1453,12]; score:1.000000
	FP => women:[2950,5]; score:1.000000
	FP => ate:[3014,3]; score:1.000000
	FP => fasting:[591,7]; score:1.000000
	FP => heart disease:[1173,13]; score:1.000000
