[APW19980903_1073.htm]
***************** Gold Standard: ***********************
 => Association of Art Museum Directors:[1030,35]; score:1.000000
 => finance:[418,7]; score:0.754257
	FP => shares:[259,6]; score:0.223342
	FP => ordinary:[1093,8]; score:0.047978
	FP => inefficiency:[522,12]; score:0.096199
	FP => country:[742,7]; score:0.233071
	FP => listed companies:[81,16]; score:0.471877
	FP => cover:[1318,5]; score:0.146164
 => newspapers:[844,10]; score:0.228342
	FP => June 7:[1225,6]; score:0.182731
	FP => salary:[1037,6]; score:0.183948
	FP => Thai:[1102,4]; score:0.786993
	FP => seminar:[1202,7]; score:0.211951
 => Bank of Thailand:[543,16]; score:0.343075
	FP => mail:[214,4]; score:0.235910
	FP => Khun:[1174,4]; score:0.174375
 => Thai people:[766,11]; score:0.663209
 => justice system:[610,14]; score:0.260386
	FP => blessing:[1057,8]; score:0.047978
	FP => ENGLISH:[3,7]; score:0.539384
P/R/F:0.19444445/0.5833333/0.29166666; tpCount:7.0; fpCount:29.0; fnCount:5.0
[APW19990203_0315.htm]
***************** Gold Standard: ***********************
 => Brentwood:[1322,9]; score:1.000000
 => Italy:[135,5]; score:1.000000
	FN => B.C.:[487,4]; score:1.000000
	FN => excavated:[525,9]; score:1.000000
 => The J. Paul Getty Museum:[61,24]; score:1.000000
 => looting:[1228,7]; score:1.000000
	FN => Greek:[778,5]; score:1.000000
 => works of art:[116,12]; score:1.000000
 => Mithras:[592,7]; score:1.000000
 => Roman:[750,5]; score:1.000000
	FN => collection:[214,10]; score:1.000000
 => antiquities:[344,11]; score:1.000000
 => archaeological site:[546,19]; score:1.000000
	FN => thefts:[1176,6]; score:1.000000
 => sculpture:[190,9]; score:1.000000
 => torso:[572,5]; score:1.000000
	FN => 2nd century:[612,11]; score:1.000000
	FN => LOS ANGELES:[38,11]; score:1.000000

************************ System Result: ***************************
	FP => To Return:[10,9]; score:0.280144
 => Italy:[135,5]; score:0.783894
	FP => Italian:[1097,7]; score:0.783894
	FP => excavated:[525,9]; score:0.699780
	FP => security:[876,8]; score:0.256752
 => The J. Paul Getty Museum:[61,24]; score:0.216661
 => looting:[1228,7]; score:0.674910
	FP => Greek:[778,5]; score:0.683316
	FP => god:[587,3]; score:0.152876
	FP => rampant:[1167,7]; score:0.047978
 => works of art:[116,12]; score:0.359191
	FP => Italy:[270,5]; score:0.783894
 => Mithras:[592,7]; score:0.833369
	FP => private:[660,7]; score:0.096199
 => antiquities:[344,11]; score:0.752212
	FP => athlete:[726,7]; score:0.189038
 => archaeological site:[546,19]; score:0.730197
	FP => AP:[53,2]; score:0.337518
	FP => Italian:[668,7]; score:0.783894
	FP => loaned:[315,6]; score:0.047978
	FP => 2nd century:[737,11]; score:0.223342
	FP => 2nd century:[612,11]; score:0.223342
	FP => dollar:[1281,6]; score:0.082720
	FP => museum:[898,6]; score:0.831342
	FP => Museum:[3,6]; score:0.831342
 => Brentwood:[1322,9]; score:0.368571
	FP => scientific:[843,10]; score:0.380749
	FP => 1997:[1349,4]; score:0.066052
	FP => museum:[1288,6]; score:0.831342
	FP => museum:[329,6]; score:0.831342
	FP => archaeological sites:[1241,20]; score:0.730197
	FP => C:[489,1]; score:0.053286
 => Roman:[750,5]; score:0.334134
	FP => art:[1198,3]; score:0.490449
	FP => excavation:[854,10]; score:0.699780
	FP => billion:[1273,7]; score:0.223342
 => sculpture:[190,9]; score:0.514955
 => torso:[572,5]; score:0.158724
	FP => terra cotta:[452,11]; score:0.770665
	FP => hill:[1309,4]; score:0.329752
P/R/F:0.275/0.6111111/0.37931034; tpCount:11.0; fpCount:29.0; fnCount:7.0
[APW19981001_0866.htm]
***************** Gold Standard: ***********************
 => forints:[568,7]; score:1.000000
 => Hungarian:[76,9]; score:1.000000
 => the Holocaust:[1024,13]; score:1.000000
	FN => MTI:[268,3]; score:1.000000
 => Hungarian Jewish:[122,16]; score:1.000000
 => social welfare:[824,14]; score:1.000000
 => communist:[214,9]; score:1.000000
 => Vatican:[1302,7]; score:1.000000
 => nationalization:[398,15]; score:1.000000

************************ System Result: ***************************
	FP => Federation:[107,10]; score:0.217701
	FP => forints:[713,7]; score:0.804727
	FP => Jews in Hungary:[978,15]; score:0.763857
	FP => 1997:[1199,4]; score:0.112295
	FP => executive director:[894,18]; score:0.682989
	FP => compensation:[56,12]; score:0.117701
	FP => education:[792,9]; score:0.692945
	FP => charity:[862,7]; score:0.774989
	FP => compensation:[196,12]; score:0.117701
	FP => 1948:[1086,4]; score:0.218589
	FP => Jewish community:[601,16]; score:0.562916
	FP => Jewish communities:[28,18]; score:0.562916
	FP => nationalizations:[1115,16]; score:0.742381
	FP => Federation:[920,10]; score:0.217701
	FP => wave:[1107,4]; score:0.075963
	FP => religious services:[803,18]; score:0.160795
	FP => communists:[1053,10]; score:0.528908
	FP => news agency:[255,11]; score:0.616331
	FP => property:[476,8]; score:0.267816
 => nationalization:[398,15]; score:0.742381
	FP => communists:[426,10]; score:0.528908
 => Hungarian:[76,9]; score:0.752487
	FP => Hungarian government:[1272,20]; score:0.340938
	FP => rp:[1319,2]; score:0.268380
 => Hungarian Jewish:[122,16]; score:0.763857
 => social welfare:[824,14]; score:0.824195
 => communist:[214,9]; score:0.528908
	FP => Hungarian government:[3,20]; score:0.340938
	FP => collective:[185,10]; score:0.223342
 => Vatican:[1302,7]; score:0.441684
	FP => health service:[842,14]; score:0.563624
	FP => Jewish community:[1166,16]; score:0.562916
	FP => June 20:[1190,7]; score:0.468980
	FP => government:[88,10]; score:0.693041
 => forints:[568,7]; score:0.804727
 => the Holocaust:[1024,13]; score:0.690870
	FP => state:[249,5]; score:0.304480
	FP => Jewish communities:[359,18]; score:0.562916
	FP => real estate:[326,11]; score:0.685896
P/R/F:0.20512821/0.8888889/0.3333333; tpCount:8.0; fpCount:31.0; fnCount:1.0
[APW19980627_0596.htm]
***************** Gold Standard: ***********************
 => Calcutta University:[788,19]; score:1.000000
 => Indian newspapers:[323,17]; score:1.000000
 => brain cancer:[191,12]; score:1.000000
 => Prasar Bharati:[529,14]; score:1.000000
 => journalism:[959,10]; score:1.000000
 => Communist Party of India:[1021,24]; score:1.000000
 => corporation:[562,11]; score:1.000000
	FN => Oxford University's Merton College:[826,34]; score:1.000000
 => Politics:[261,8]; score:1.000000
 => India:[98,5]; score:1.000000
 => Indira Gandhi:[1178,13]; score:1.000000
 => journalist:[120,10]; score:1.000000

************************ System Result: ***************************
	FP => 1930:[935,4]; score:0.228365
	FP => television:[622,10]; score:0.562055
	FP => government:[494,10]; score:0.317446
	FP => 1962:[428,4]; score:0.354792
	FP => 1990:[684,4]; score:0.231606
	FP => India's:[1360,7]; score:0.870570
 => Indira Gandhi:[1178,13]; score:0.855110
	FP => family:[244,6]; score:0.047978
 => journalist:[120,10]; score:0.768580
	FP => magazines:[1304,9]; score:0.502837
	FP => censorship:[1275,10]; score:0.485190
 => brain cancer:[191,12]; score:0.650485
	FP => political:[36,9]; score:0.697065
	FP => England:[866,7]; score:0.685458
	FP => Prime Minister:[1162,14]; score:0.651936
	FP => Nikhil:[3,6]; score:0.047978
	FP => newspapers:[1289,10]; score:0.318994
 => Prasar Bharati:[529,14]; score:0.745852
	FP => 1913:[1351,4]; score:0.153128
	FP => columnist:[46,9]; score:0.547281
	FP => 1975:[1225,4]; score:0.218589
	FP => 1978:[1104,4]; score:0.218589
	FP => government:[664,10]; score:0.317446
	FP => Mainstream:[411,10]; score:0.089993
	FP => hospital:[218,8]; score:0.470055
 => Indian newspapers:[323,17]; score:0.047978
	FP => Indian:[29,6]; score:0.870570
	FP => Calcutta University:[908,19]; score:0.865713
	FP => history:[897,7]; score:0.275749
	FP => autonomous:[550,10]; score:0.325248
 => Calcutta University:[788,19]; score:0.865713
	FP => correspondent:[975,13]; score:0.357934
 => Communist Party of India:[1021,24]; score:0.803248
	FP => political:[1242,9]; score:0.697065
	FP => November 3:[1339,10]; score:0.525690
	FP => journalist:[700,10]; score:0.768580
	FP => magazines:[347,9]; score:0.502837
 => journalism:[959,10]; score:0.706026
	FP => emergency rule in India:[1201,23]; score:0.654531
 => Politics:[261,8]; score:0.697065
 => India:[98,5]; score:0.870570
	FP => radio:[612,5]; score:0.570055
	FP => columns:[294,7]; score:0.547281
	FP => Nikhil:[70,6]; score:0.047978
	FP => government:[590,10]; score:0.317446
	FP => northeastern state:[1368,18]; score:0.778302
 => corporation:[562,11]; score:0.699099
	FP => Oxford University's:[826,19]; score:0.734020
	FP => Assam:[1390,5]; score:0.778302
	FP => CPI:[1072,3]; score:0.803248
	FP => Mainstream:[1127,10]; score:0.089993
	FP => news magazine:[395,13]; score:0.273719
P/R/F:0.21153846/0.9166667/0.34374997; tpCount:11.0; fpCount:41.0; fnCount:1.0
[APW19981113_0500.htm]
***************** Gold Standard: ***********************
	FN => security:[888,8]; score:1.000000
 => bus:[1011,3]; score:1.000000
 => Gaza Strip:[348,10]; score:1.000000
	FN => Yasser Arafat International Airport:[293,35]; score:1.000000
	FN => Israeli-Palestinian peace agreement:[406,35]; score:1.000000
 => Palestinian:[79,11]; score:1.000000
 => Israelis:[861,8]; score:1.000000
	FN => Israeli:[268,7]; score:1.000000
	FN => Civil Aviation Authority:[782,24]; score:1.000000
	FN => Civil Aviation:[197,14]; score:1.000000
 => airport:[94,7]; score:1.000000

************************ System Result: ***************************
	FP => Yasser Arafat International Airport:[293,35]; score:0.881215
	FP => Israeli-Palestinian:[406,19]; score:0.469865
	FP => Benjamin Netanyahu:[565,18]; score:0.964867
 => Palestinian:[79,11]; score:0.824039
	FP => Israeli:[268,7]; score:0.469865
	FP => plane:[974,5]; score:0.246164
	FP => airport:[1171,7]; score:0.751860
	FP => ratification:[506,12]; score:0.754257
	FP => airport:[597,7]; score:0.751860
	FP => symbol:[116,6]; score:0.619035
	FP => covered:[1045,7]; score:0.047978
	FP => security:[888,8]; score:0.438849
	FP => Israel:[61,6]; score:0.807559
 => airport:[94,7]; score:0.751860
	FP => independence:[136,12]; score:0.356789
	FP => customs:[1124,7]; score:0.470135
	FP => Israeli:[678,7]; score:0.469865
	FP => Israel:[454,6]; score:0.807559
	FP => passport:[1097,8]; score:0.581955
	FP => exercise:[1036,8]; score:0.183948
	FP => airport:[941,7]; score:0.751860
	FP => Palestinian:[690,11]; score:0.824039
	FP => luggage:[1136,7]; score:0.218878
	FP => southern:[338,8]; score:0.047978
	FP => Israelis:[1235,8]; score:0.469865
	FP => Cabinet:[498,7]; score:0.345999
	FP => Palestinian:[823,11]; score:0.824039
	FP => Palestinian:[184,11]; score:0.824039
 => bus:[1011,3]; score:0.744819
 => Gaza Strip:[348,10]; score:0.933472
	FP => Palestinians:[32,12]; score:0.824039
 => Israelis:[861,8]; score:0.469865
	FP => Palestinian:[769,11]; score:0.824039
	FP => Prime Minister:[550,14]; score:0.519877
	FP => Airport:[3,7]; score:0.751860
	FP => airport:[835,7]; score:0.751860
P/R/F:0.1388889/0.45454547/0.21276598; tpCount:5.0; fpCount:31.0; fnCount:6.0
[APW19981119_0585.htm]
***************** Gold Standard: ***********************
 => Nicolae Ceausescu:[945,17]; score:1.000000
 => communist:[971,9]; score:1.000000
 => peasants:[75,8]; score:1.000000
 => vampire:[491,7]; score:1.000000
 => hibernate:[753,9]; score:1.000000
 => Romania:[145,7]; score:1.000000
	FN => weaned:[913,6]; score:1.000000
 => kilograms:[598,9]; score:1.000000
 => livestock:[247,9]; score:1.000000
 => Transylvania:[474,12]; score:1.000000
 => dictator:[984,8]; score:1.000000
	FN => reserves:[408,8]; score:1.000000
 => Apuseni Mountains:[1218,17]; score:1.000000
	FN => rangers:[1177,7]; score:1.000000
 => Dracula:[443,7]; score:1.000000
 => cattle:[26,6]; score:1.000000
 => omnivorous:[866,10]; score:1.000000
 => bear:[61,4]; score:1.000000
 => sheep:[192,5]; score:1.000000

************************ System Result: ***************************
	FP => pounds:[615,6]; score:0.177491
	FP => deer:[39,4]; score:0.764393
	FP => State:[1170,5]; score:0.075963
	FP => western:[1240,7]; score:0.264865
	FP => male:[566,4]; score:0.260386
	FP => closer:[637,6]; score:0.047978
	FP => legend:[510,6]; score:0.425690
	FP => Romania:[1248,7]; score:0.922268
 => bear:[61,4]; score:0.710891
	FP => count:[1187,5]; score:0.425690
	FP => meat:[1091,4]; score:0.644818
	FP => Dracula:[102,7]; score:0.567742
 => Nicolae Ceausescu:[945,17]; score:0.671253
 => peasants:[75,8]; score:0.597065
 => vampire:[491,7]; score:0.437366
	FP => taste:[170,5]; score:0.298485
	FP => sheep:[816,5]; score:0.766463
	FP => giant:[48,5]; score:0.146164
	FP => weaned:[913,6]; score:0.636461
 => Transylvania:[474,12]; score:0.482896
	FP => Romania:[887,7]; score:0.922268
 => dictator:[984,8]; score:0.578728
	FP => black:[54,5]; score:0.205798
 => Apuseni Mountains:[1218,17]; score:0.738576
	FP => hunter:[1049,6]; score:0.705345
 => cattle:[26,6]; score:0.858539
	FP => bruin:[571,5]; score:0.541314
	FP => anxiety:[125,7]; score:0.335015
	FP => Dracula:[769,7]; score:0.567742
 => sheep:[192,5]; score:0.766463
	FP => hunting:[387,7]; score:0.705345
	FP => Peasants:[231,8]; score:0.597065
	FP => law:[1282,3]; score:0.365817
	FP => western:[136,7]; score:0.264865
 => communist:[971,9]; score:0.830193
	FP => Dracula:[9,7]; score:0.567742
	FP => executed:[1007,8]; score:0.213736
	FP => fishing:[399,7]; score:0.675855
 => Romania:[145,7]; score:0.922268
 => kilograms:[598,9]; score:0.299860
	FP => cattle:[180,6]; score:0.858539
	FP => rangers:[1177,7]; score:0.096199
	FP => hunting reserve:[1061,15]; score:0.245236
	FP => western:[422,7]; score:0.264865
	FP => head of the state:[369,17]; score:0.260386
	FP => meat:[1161,4]; score:0.644818
	FP => Romania:[430,7]; score:0.922268
 => hibernate:[753,9]; score:0.792965
 => livestock:[247,9]; score:0.764672
	FP => count:[501,5]; score:0.425690
	FP => reserves:[408,8]; score:0.075963
	FP => appetite:[539,8]; score:0.088270
 => Dracula:[443,7]; score:0.567742
 => omnivorous:[866,10]; score:0.687229
	FP => meat:[925,4]; score:0.644818
	FP => cows:[801,4]; score:0.858539
	FP => weather:[708,7]; score:0.223342
	FP => bear:[291,4]; score:0.710891
P/R/F:0.27586207/0.84210527/0.41558442; tpCount:16.0; fpCount:42.0; fnCount:3.0
[APW19981113_0729.htm]
***************** Gold Standard: ***********************
 => Israelis:[873,8]; score:1.000000
	FN => Civil Aviation Authority:[794,24]; score:1.000000
 => Palestinian:[79,11]; score:1.000000
	FN => Yasser Arafat International Airport:[296,35]; score:1.000000
	FN => Israeli:[271,7]; score:1.000000
 => customs:[1135,7]; score:1.000000
 => passport:[1105,8]; score:1.000000
 => Benjamin Netanyahu:[575,18]; score:1.000000
	FN => Cabinet:[502,7]; score:1.000000
 => Gaza Strip:[351,10]; score:1.000000
 => ratification:[513,12]; score:1.000000
	FN => Israeli-Palestinian peace agreement:[409,35]; score:1.000000
 => airport:[94,7]; score:1.000000
	FN => Civil Aviation:[200,14]; score:1.000000
 => independence:[137,12]; score:1.000000

************************ System Result: ***************************
 => Israelis:[873,8]; score:0.469865
	FP => Prime Minister:[559,14]; score:0.519877
	FP => Palestinian:[781,11]; score:0.824039
 => Palestinian:[79,11]; score:0.824039
	FP => Yasser Arafat International Airport:[296,35]; score:0.881215
	FP => Israeli-Palestinian:[409,19]; score:0.469865
	FP => airport:[847,7]; score:0.751860
	FP => Israeli:[271,7]; score:0.469865
 => Benjamin Netanyahu:[575,18]; score:0.964867
	FP => symbol:[116,6]; score:0.619035
	FP => plane:[983,5]; score:0.246164
	FP => covered:[1052,7]; score:0.047978
 => ratification:[513,12]; score:0.754257
	FP => Israel:[61,6]; score:0.807559
 => airport:[94,7]; score:0.751860
	FP => airport:[1183,7]; score:0.751860
	FP => airport:[609,7]; score:0.751860
	FP => security:[899,8]; score:0.438849
 => independence:[137,12]; score:0.356789
	FP => Israel:[457,6]; score:0.807559
 => customs:[1135,7]; score:0.470135
 => passport:[1105,8]; score:0.581955
	FP => Israeli:[690,7]; score:0.469865
	FP => exercise:[1043,8]; score:0.183948
	FP => southern:[341,8]; score:0.047978
	FP => airport:[950,7]; score:0.751860
	FP => Cabinet:[502,7]; score:0.345999
	FP => Palestinian:[187,11]; score:0.824039
	FP => Palestinian:[702,11]; score:0.824039
	FP => Palestinians:[32,12]; score:0.824039
	FP => luggage:[1148,7]; score:0.218878
 => Gaza Strip:[351,10]; score:0.933472
	FP => Israelis:[1247,8]; score:0.469865
	FP => Palestinian:[835,11]; score:0.824039
	FP => bus:[1019,3]; score:0.744819
	FP => Airport:[3,7]; score:0.751860
P/R/F:0.25/0.6/0.3529412; tpCount:9.0; fpCount:27.0; fnCount:6.0
[APW19981109_1172.htm]
***************** Gold Standard: ***********************
	FN => West Indies:[107,11]; score:1.000000
 => Joel Garner:[908,11]; score:1.000000
 => Clive Lloyd:[877,11]; score:1.000000
	FN => negotiated:[652,10]; score:1.000000
 => Ali Bacher:[716,10]; score:1.000000
	FN => Caribbean News Agency:[152,21]; score:1.000000
 => Johannesburg:[1172,12]; score:1.000000
 => David Richardson:[1112,16]; score:1.000000
	FN => sponsorship:[1044,11]; score:1.000000
	FN => South African cricket:[739,21]; score:1.000000
 => Lara:[182,4]; score:1.000000
 => marketing:[1151,9]; score:1.000000
 => batsman:[352,7]; score:1.000000
 => treasurer:[611,9]; score:1.000000
 => West Indies Cricket Board:[307,25]; score:1.000000
 => wicketkeeper:[1096,12]; score:1.000000
 => Hooper:[194,6]; score:1.000000
 => Courtney Walsh:[76,14]; score:1.000000

************************ System Result: ***************************
	FP => sw:[1382,2]; score:0.160795
	FP => Jimmy Adams:[597,11]; score:0.907305
	FP => South Africa:[439,12]; score:0.821164
	FP => Caribbean:[152,9]; score:0.838237
	FP => sports:[1143,6]; score:0.192339
 => Lara:[182,4]; score:0.235948
	FP => Rousseau:[702,8]; score:0.309206
	FP => Hooper:[382,6]; score:0.147176
 => batsman:[352,7]; score:0.710881
 => West Indies Cricket Board:[307,25]; score:0.879803
 => wicketkeeper:[1096,12]; score:0.658971
	FP => LONDON:[3,6]; score:0.211946
	FP => West Indies:[107,11]; score:0.838237
	FP => s:[801,1]; score:0.047978
 => Clive Lloyd:[877,11]; score:0.970340
	FP => West Indies tour:[851,16]; score:0.470055
	FP => players association:[121,19]; score:0.369038
 => David Richardson:[1112,16]; score:0.712125
	FP => captain:[370,7]; score:0.266362
	FP => South African:[1081,13]; score:0.821164
	FP => tour manager:[863,12]; score:0.047978
	FP => Hooper:[546,6]; score:0.147176
 => Joel Garner:[908,11]; score:0.965107
	FP => Nov. 26:[11,7]; score:0.386216
	FP => Lara:[362,4]; score:0.235948
	FP => sponsorship:[1044,11]; score:0.263548
	FP => superstar:[341,9]; score:0.231865
	FP => runs:[1136,4]; score:0.098699
	FP => South African:[739,13]; score:0.821164
	FP => South African tour:[1355,18]; score:0.198699
 => treasurer:[611,9]; score:0.258036
	FP => WICB:[895,4]; score:0.879803
	FP => vice-captain:[392,12]; score:0.266362
	FP => settlement:[582,10]; score:0.053286
 => Hooper:[194,6]; score:0.147176
 => Courtney Walsh:[76,14]; score:0.972799
 => Ali Bacher:[716,10]; score:0.943686
 => Johannesburg:[1172,12]; score:0.830562
	FP => sponsorship:[1208,11]; score:0.263548
	FP => Lara:[537,4]; score:0.235948
 => marketing:[1151,9]; score:0.232614
	FP => captain:[67,7]; score:0.266362
	FP => Earnings:[1190,8]; score:0.047978
P/R/F:0.30232558/0.7222222/0.4262295; tpCount:13.0; fpCount:30.0; fnCount:5.0
[APW19981109_0464.htm]
***************** Gold Standard: ***********************
 => Czech:[582,5]; score:1.000000
 => Radio Free Europe:[150,17]; score:1.000000
 => Prague:[557,6]; score:1.000000
 => Munich, Germany:[1048,15]; score:1.000000
 => Foreign Minister:[217,16]; score:1.000000
 => Soviet:[1106,6]; score:1.000000
 => Iraq:[786,4]; score:1.000000
 => Cold War:[1175,8]; score:1.000000
 => Iron Curtain:[1148,12]; score:1.000000
 => the Hague:[91,9]; score:1.000000
 => Communist:[1212,9]; score:1.000000
 => Farsi:[921,5]; score:1.000000
 => Iran:[29,4]; score:1.000000
 => the Netherlands:[488,15]; score:1.000000
 => ICJ:[478,3]; score:1.000000
 => Kamal Kharrazi:[237,14]; score:1.000000

************************ System Result: ***************************
 => Radio Free Europe:[150,17]; score:0.942789
	FP => station:[844,7]; score:0.082720
	FP => internal affairs:[309,16]; score:0.047978
	FP => Prague:[1261,6]; score:0.887447
	FP => radio:[268,5]; score:0.570135
	FP => Iran:[302,4]; score:0.885465
	FP => 1951:[1070,4]; score:0.218589
	FP => Iran:[175,4]; score:0.885465
	FP => Iran:[949,4]; score:0.885465
 => Farsi:[921,5]; score:0.490469
 => the Netherlands:[488,15]; score:0.764173
	FP => Iran:[446,4]; score:0.885465
 => ICJ:[478,3]; score:0.915424
	FP => Czech government:[974,16]; score:0.706026
	FP => station:[743,7]; score:0.082720
	FP => political:[682,9]; score:0.266464
	FP => trial:[809,5]; score:0.223342
	FP => news:[1097,4]; score:0.183948
 => Foreign Minister:[217,16]; score:0.389075
	FP => American:[724,8]; score:0.651553
	FP => headquarters:[1245,12]; score:0.302942
	FP => ambassador:[540,10]; score:0.738449
 => Communist:[1212,9]; score:0.629623
	FP => International Court of Justice:[56,30]; score:0.915424
 => Czech:[582,5]; score:0.470573
 => Prague:[557,6]; score:0.887447
 => Munich, Germany:[1048,15]; score:0.822434
	FP => broadcast:[857,9]; score:0.262816
 => Iron Curtain:[1148,12]; score:0.882997
	FP => English-language:[386,16]; score:0.678130
 => the Hague:[91,9]; score:0.819063
	FP => 1995:[1271,4]; score:0.218589
	FP => uncensored:[1086,10]; score:0.331813
	FP => vj:[1334,2]; score:0.077747
	FP => Radio Free Europe:[1005,17]; score:0.942789
	FP => directed:[773,8]; score:0.223342
	FP => Iran:[898,4]; score:0.885465
	FP => Prague:[709,6]; score:0.887447
	FP => protest:[41,7]; score:0.334191
	FP => government:[590,10]; score:0.479050
	FP => Iran:[522,4]; score:0.885465
	FP => Iraq:[907,4]; score:0.721463
	FP => radio:[621,5]; score:0.570135
 => Soviet:[1106,6]; score:0.490773
 => Iraq:[786,4]; score:0.721463
 => Cold War:[1175,8]; score:0.880710
	FP => protest:[569,7]; score:0.334191
	FP => collapse of communism:[1290,21]; score:0.411331
	FP => economic:[669,8]; score:0.313849
	FP => language:[929,8]; score:0.263548
 => Iran:[29,4]; score:0.885465
 => Kamal Kharrazi:[237,14]; score:0.787305
P/R/F:0.30769232/1.0/0.47058827; tpCount:16.0; fpCount:36.0; fnCount:0.0
[APW19980709_0263.htm]
***************** Gold Standard: ***********************
 => drought:[1288,7]; score:1.000000
	FN => Le Duc Anh:[784,10]; score:1.000000
 => reservoir:[1359,9]; score:1.000000
	FN => self-criticisms:[536,15]; score:1.000000
	FN => tender:[625,6]; score:1.000000
	FN => Phan Van Khai:[91,13]; score:1.000000
 => monopoly:[59,8]; score:1.000000
 => Vietnam:[348,7]; score:1.000000
 => project accounting:[647,18]; score:1.000000
 => electricity:[128,11]; score:1.000000
 => bureaucracy:[193,11]; score:1.000000
	FN => Prime Minister:[73,14]; score:1.000000
 => hydroelectric:[1387,13]; score:1.000000
 => rotating power cuts:[1234,19]; score:1.000000

************************ System Result: ***************************
	FP => Electricity:[332,11]; score:0.797405
	FP => EVN:[1221,3]; score:0.456737
